Fra;Til;KWH 60 Forbruk
14.09.2019 01:00;14.09.2019 02:00;0,359
14.09.2019 02:00;14.09.2019 03:00;0,359
14.09.2019 03:00;14.09.2019 04:00;0,344
14.09.2019 04:00;14.09.2019 05:00;0,432
14.09.2019 05:00;14.09.2019 06:00;0,518
14.09.2019 06:00;14.09.2019 07:00;0,323
14.09.2019 07:00;14.09.2019 08:00;0,524
14.09.2019 08:00;14.09.2019 09:00;0,636
14.09.2019 09:00;14.09.2019 10:00;1,485
14.09.2019 10:00;14.09.2019 11:00;1,071
14.09.2019 11:00;14.09.2019 12:00;2,821
14.09.2019 12:00;14.09.2019 13:00;2,758
14.09.2019 13:00;14.09.2019 14:00;1,694
14.09.2019 14:00;14.09.2019 15:00;0,441
14.09.2019 15:00;14.09.2019 16:00;1,926
14.09.2019 16:00;14.09.2019 17:00;2,012
14.09.2019 17:00;14.09.2019 18:00;1,781
14.09.2019 18:00;14.09.2019 19:00;1,019
14.09.2019 19:00;14.09.2019 20:00;0,821
14.09.2019 20:00;14.09.2019 21:00;2,105
14.09.2019 21:00;14.09.2019 22:00;0,972
14.09.2019 22:00;14.09.2019 23:00;0,676
14.09.2019 23:00;15.09.2019 00:00;0,947
15.09.2019 00:00;15.09.2019 01:00;0,549
15.09.2019 01:00;15.09.2019 02:00;0,228
15.09.2019 02:00;15.09.2019 03:00;0,499
15.09.2019 03:00;15.09.2019 04:00;0,804
15.09.2019 04:00;15.09.2019 05:00;1,056
15.09.2019 05:00;15.09.2019 06:00;0,491
15.09.2019 06:00;15.09.2019 07:00;0,452
15.09.2019 07:00;15.09.2019 08:00;0,562
15.09.2019 08:00;15.09.2019 09:00;0,543
15.09.2019 09:00;15.09.2019 10:00;0,75
15.09.2019 10:00;15.09.2019 11:00;0,649
15.09.2019 11:00;15.09.2019 12:00;1,513
15.09.2019 12:00;15.09.2019 13:00;1,08
15.09.2019 13:00;15.09.2019 14:00;0,454
15.09.2019 14:00;15.09.2019 15:00;0,392
15.09.2019 15:00;15.09.2019 16:00;0,391
15.09.2019 16:00;15.09.2019 17:00;1,92
15.09.2019 17:00;15.09.2019 18:00;4,337
