Fra;Til;KWH 60 Forbruk
16.10.2019 08:00;16.10.2019 09:00;0,894
16.10.2019 09:00;16.10.2019 10:00;0,987
16.10.2019 10:00;16.10.2019 11:00;1,016
16.10.2019 11:00;16.10.2019 12:00;1,023
16.10.2019 12:00;16.10.2019 13:00;1,924
16.10.2019 13:00;16.10.2019 14:00;1,065
16.10.2019 14:00;16.10.2019 15:00;0,992
16.10.2019 15:00;16.10.2019 16:00;1,068
16.10.2019 16:00;16.10.2019 17:00;1,391
16.10.2019 17:00;16.10.2019 18:00;1,679
16.10.2019 18:00;16.10.2019 19:00;2,026
16.10.2019 19:00;16.10.2019 20:00;2,815
16.10.2019 20:00;16.10.2019 21:00;2,187
16.10.2019 21:00;16.10.2019 22:00;1,376
16.10.2019 22:00;16.10.2019 23:00;1,04
16.10.2019 23:00;17.10.2019 00:00;0,92
17.10.2019 00:00;17.10.2019 01:00;0,81
17.10.2019 01:00;17.10.2019 02:00;0,993
17.10.2019 02:00;17.10.2019 03:00;1,025
17.10.2019 03:00;17.10.2019 04:00;1,016
17.10.2019 04:00;17.10.2019 05:00;1,945
17.10.2019 05:00;17.10.2019 06:00;0,739
17.10.2019 06:00;17.10.2019 07:00;2,027
17.10.2019 07:00;17.10.2019 08:00;2,425
17.10.2019 08:00;17.10.2019 09:00;1,116
17.10.2019 09:00;17.10.2019 10:00;1,009
17.10.2019 10:00;17.10.2019 11:00;0,87
17.10.2019 11:00;17.10.2019 12:00;1,033
17.10.2019 12:00;17.10.2019 13:00;1,088
17.10.2019 13:00;17.10.2019 14:00;1,039
17.10.2019 14:00;17.10.2019 15:00;0,975
17.10.2019 15:00;17.10.2019 16:00;1,906
17.10.2019 16:00;17.10.2019 17:00;1,083
17.10.2019 17:00;17.10.2019 18:00;2,305
17.10.2019 18:00;17.10.2019 19:00;1,601
17.10.2019 19:00;17.10.2019 20:00;3,086
17.10.2019 20:00;17.10.2019 21:00;1,841
17.10.2019 21:00;17.10.2019 22:00;1,477
17.10.2019 22:00;17.10.2019 23:00;1,378
17.10.2019 23:00;18.10.2019 00:00;0,916
18.10.2019 00:00;18.10.2019 01:00;0,713
18.10.2019 01:00;18.10.2019 02:00;0,954
18.10.2019 02:00;18.10.2019 03:00;0,961
18.10.2019 03:00;18.10.2019 04:00;1,582
18.10.2019 04:00;18.10.2019 05:00;1,27
18.10.2019 05:00;18.10.2019 06:00;0,821
18.10.2019 06:00;18.10.2019 07:00;1,065
18.10.2019 07:00;18.10.2019 08:00;1,274
18.10.2019 08:00;18.10.2019 09:00;1,153
18.10.2019 09:00;18.10.2019 10:00;1,804
18.10.2019 10:00;18.10.2019 11:00;0,919
18.10.2019 11:00;18.10.2019 12:00;1,034
18.10.2019 12:00;18.10.2019 13:00;0,898
18.10.2019 13:00;18.10.2019 14:00;0,88
18.10.2019 14:00;18.10.2019 15:00;0,855
18.10.2019 15:00;18.10.2019 16:00;0,866
18.10.2019 16:00;18.10.2019 17:00;0,794
18.10.2019 17:00;18.10.2019 18:00;1,593
18.10.2019 18:00;18.10.2019 19:00;0,946
18.10.2019 19:00;18.10.2019 20:00;0,767
18.10.2019 20:00;18.10.2019 21:00;0,854
18.10.2019 21:00;18.10.2019 22:00;0,906
18.10.2019 22:00;18.10.2019 23:00;0,926
18.10.2019 23:00;19.10.2019 00:00;0,808
19.10.2019 00:00;19.10.2019 01:00;0,861
19.10.2019 01:00;19.10.2019 02:00;1,085
19.10.2019 02:00;19.10.2019 03:00;0,949
19.10.2019 03:00;19.10.2019 04:00;1,311
19.10.2019 04:00;19.10.2019 05:00;1,306
19.10.2019 05:00;19.10.2019 06:00;1,116
19.10.2019 06:00;19.10.2019 07:00;0,976
19.10.2019 07:00;19.10.2019 08:00;1,062
19.10.2019 08:00;19.10.2019 09:00;0,767
19.10.2019 09:00;19.10.2019 10:00;1,123
19.10.2019 10:00;19.10.2019 11:00;0,992
19.10.2019 11:00;19.10.2019 12:00;1,042
19.10.2019 12:00;19.10.2019 13:00;0,884
19.10.2019 13:00;19.10.2019 14:00;0,932
19.10.2019 14:00;19.10.2019 15:00;1,836
