Fra;Til;KWH 60 Forbruk
19.12.2019 06:00;19.12.2019 07:00;2,31
19.12.2019 07:00;19.12.2019 08:00;2,278
19.12.2019 08:00;19.12.2019 09:00;2,812
19.12.2019 09:00;19.12.2019 10:00;1,96
19.12.2019 10:00;19.12.2019 11:00;2,158
19.12.2019 11:00;19.12.2019 12:00;2,093
19.12.2019 12:00;19.12.2019 13:00;1,913
19.12.2019 13:00;19.12.2019 14:00;2,156
19.12.2019 14:00;19.12.2019 15:00;2,424
19.12.2019 15:00;19.12.2019 16:00;2,143
19.12.2019 16:00;19.12.2019 17:00;2,645
19.12.2019 17:00;19.12.2019 18:00;3,347
19.12.2019 18:00;19.12.2019 19:00;2,427
19.12.2019 19:00;19.12.2019 20:00;3,943
19.12.2019 20:00;19.12.2019 21:00;3,169
19.12.2019 21:00;19.12.2019 22:00;1,649
19.12.2019 22:00;19.12.2019 23:00;1,085
19.12.2019 23:00;20.12.2019 00:00;0,73
20.12.2019 00:00;20.12.2019 01:00;0,793
20.12.2019 01:00;20.12.2019 02:00;0,716
20.12.2019 02:00;20.12.2019 03:00;0,697
20.12.2019 03:00;20.12.2019 04:00;1,71
20.12.2019 04:00;20.12.2019 05:00;0,865
20.12.2019 05:00;20.12.2019 06:00;1,081
20.12.2019 06:00;20.12.2019 07:00;1,15
20.12.2019 07:00;20.12.2019 08:00;0,427
20.12.2019 08:00;20.12.2019 09:00;0,217
20.12.2019 09:00;20.12.2019 10:00;0,169
20.12.2019 10:00;20.12.2019 11:00;1,06
20.12.2019 11:00;20.12.2019 12:00;0,245
20.12.2019 12:00;20.12.2019 13:00;0,223
20.12.2019 13:00;20.12.2019 14:00;0,322
20.12.2019 14:00;20.12.2019 15:00;0,784
20.12.2019 15:00;20.12.2019 16:00;0,757
20.12.2019 16:00;20.12.2019 17:00;0,809
20.12.2019 17:00;20.12.2019 18:00;0,734
20.12.2019 18:00;20.12.2019 19:00;0,723
20.12.2019 19:00;20.12.2019 20:00;0,796
20.12.2019 20:00;20.12.2019 21:00;1,604
20.12.2019 21:00;20.12.2019 22:00;0,723
20.12.2019 22:00;20.12.2019 23:00;0,202
20.12.2019 23:00;21.12.2019 00:00;0,206
21.12.2019 00:00;21.12.2019 01:00;0,213
21.12.2019 01:00;21.12.2019 02:00;0,302
