Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
50;Trøndelag;5029;Skaun;;;SV;SV - Sosialistisk Venstreparti;5,4172;6098;63;148;211;0,54475;0,00354;1;0;
50;Trøndelag;5029;Skaun;;;RØDT;Rødt;2,67009;6098;32;72;104;1,29434;1,27301;0;0;
50;Trøndelag;5029;Skaun;;;SP;Senterpartiet;31,16816;6098;279;935;1214;-1,50595;13,46461;8;0;
50;Trøndelag;5029;Skaun;;;KRF;Kristelig Folkeparti;3,49166;6098;38;98;136;3,49166;-1,0925;1;0;
50;Trøndelag;5029;Skaun;;;MDG;Miljøpartiet De Grønne;3,6457;6098;42;100;142;0,98018;1,15716;1;0;
50;Trøndelag;5029;Skaun;;;H;Høyre;12,0154;6098;100;368;468;2,27049;-6,47401;3;0;
50;Trøndelag;5029;Skaun;;;FRP;Fremskrittspartiet;6,16175;6098;42;198;240;-0,40174;-8,1801;1;0;
50;Trøndelag;5029;Skaun;;;BLANKE;Blanke;0,66752;6098;8;18;26;0,09429;0,03447;0;0;
50;Trøndelag;5029;Skaun;;;BLBU;Buviklista;9,08858;6098;69;285;354;0,63343;9,08858;2;0;
50;Trøndelag;5031;Malvik;;;A;Arbeiderpartiet;33,66195;10608;770;1586;2356;-6,53542;-1,6526;11;0;
50;Trøndelag;5031;Malvik;;;SV;SV - Sosialistisk Venstreparti;7,2296;10608;152;354;506;2,93684;0,32107;2;0;
50;Trøndelag;5031;Malvik;;;RØDT;Rødt;3,80054;10608;97;169;266;3,80054;1,65208;1;0;
50;Trøndelag;5031;Malvik;;;SP;Senterpartiet;17,47392;10608;338;885;1223;9,33248;9,2403;6;0;
50;Trøndelag;5031;Malvik;;;MDG;Miljøpartiet De Grønne;5,21503;10608;135;230;365;-0,08102;1,88298;2;0;
50;Trøndelag;5031;Malvik;;;V;Venstre;4,68638;10608;76;252;328;-2,64914;0,62103;1;0;
50;Trøndelag;5031;Malvik;;;H;Høyre;16,24518;10608;321;816;1137;-0,4489;-5,39383;5;0;
50;Trøndelag;5031;Malvik;;;FRP;Fremskrittspartiet;7,7011;10608;167;372;539;-0,63772;-5,24114;2;0;
50;Trøndelag;5031;Malvik;;;DEMN;Demokratene;0,42863;10608;5;25;30;0,42863;0,36431;0;0;
50;Trøndelag;5031;Malvik;;;PP;Pensjonistpartiet;3,55765;10608;97;152;249;-0,22524;1,31913;1;0;
50;Trøndelag;5031;Malvik;;;BLANKE;Blanke;0,85727;10608;22;38;60;0,23227;0,20115;0;0;
50;Trøndelag;5032;Selbu;;;A;Arbeiderpartiet;51,79169;3251;306;778;1084;10,86711;15,23996;13;0;
50;Trøndelag;5032;Selbu;;;SV;SV - Sosialistisk Venstreparti;7,31008;3251;46;107;153;0,25412;2,05146;2;0;
50;Trøndelag;5032;Selbu;;;SP;Senterpartiet;25,51362;3251;141;393;534;25,51362;2,15155;7;0;
50;Trøndelag;5032;Selbu;;;V;Venstre;1,95891;3251;21;20;41;1,95891;0,5796;0;0;
50;Trøndelag;5032;Selbu;;;BLANKE;Blanke;1,7678;3251;9;28;37;0,89189;0,73331;0;0;
50;Trøndelag;5032;Selbu;;;SE_H_KRF;Høyre og Kristelig Folkeparti;13,4257;3251;92;189;281;13,4257;13,4257;3;0;
50;Trøndelag;5033;Tydal;;;A;Arbeiderpartiet;30,83004;657;63;93;156;30,83004;1,40732;5;0;
50;Trøndelag;5033;Tydal;;;SP;Senterpartiet;69,16996;657;137;213;350;1,09657;25,03588;12;0;
50;Trøndelag;5033;Tydal;;;BLANKE;Blanke;1,77866;657;3;6;9;0,31077;1,59244;0;0;
50;Trøndelag;5034;Meråker;;;A;Arbeiderpartiet;21,78218;1978;91;195;286;-6,2398;-13,50757;5;0;
50;Trøndelag;5034;Meråker;;;SV;SV - Sosialistisk Venstreparti;10,51028;1978;56;82;138;5,01578;3,8981;2;0;
50;Trøndelag;5034;Meråker;;;SP;Senterpartiet;32,82559;1978;133;298;431;15,63564;7,63985;7;0;
50;Trøndelag;5034;Meråker;;;V;Venstre;4,49353;1978;17;42;59;-8,85027;2,93335;1;0;
50;Trøndelag;5034;Meråker;;;H;Høyre;1,75171;1978;3;20;23;-1,30951;-10,20965;0;0;
50;Trøndelag;5034;Meråker;;;FRP;Fremskrittspartiet;3,80807;1978;13;37;50;-0,9015;-9,86206;1;0;
50;Trøndelag;5034;Meråker;;;BLANKE;Blanke;0,60929;1978;1;7;8;-0,48961;0,08923;0;0;
50;Trøndelag;5034;Meråker;;;METPBL;Meråker Tverrpolitiske Bygdeliste;24,82864;1978;86;240;326;-3,35033;24,82864;5;0;
50;Trøndelag;5035;Stjørdal;;;A;Arbeiderpartiet;27,80232;18689;1227;2171;3398;-9,45115;-7,25324;11;0;
50;Trøndelag;5035;Stjørdal;;;SV;SV - Sosialistisk Venstreparti;4,83554;18689;222;369;591;1,65804;0,16932;2;0;
50;Trøndelag;5035;Stjørdal;;;RØDT;Rødt;4,36099;18689;198;335;533;2,46179;1,77764;2;0;
50;Trøndelag;5035;Stjørdal;;;SP;Senterpartiet;38,46343;18689;1544;3157;4701;11,17161;23,22092;16;0;
50;Trøndelag;5035;Stjørdal;;;KRF;Kristelig Folkeparti;2,61823;18689;124;196;320;-0,7145;-0,23744;1;0;
50;Trøndelag;5035;Stjørdal;;;MDG;Miljøpartiet De Grønne;3,98462;18689;222;265;487;0,90755;1,66623;2;0;
50;Trøndelag;5035;Stjørdal;;;V;Venstre;2,75732;18689;117;220;337;-1,13238;0,23285;1;0;
50;Trøndelag;5035;Stjørdal;;;H;Høyre;10,52201;18689;535;751;1286;-4,19676;-9,01137;4;0;
50;Trøndelag;5035;Stjørdal;;;FRP;Fremskrittspartiet;4,30371;18689;204;322;526;-1,05604;-8,99576;2;0;
50;Trøndelag;5035;Stjørdal;;;DEMN;Demokratene;0,35182;18689;12;31;43;0,35182;0,18255;0;0;
50;Trøndelag;5035;Stjørdal;;;BLANKE;Blanke;0,54819;18689;26;41;67;-0,06357;-0,20253;0;0;
50;Trøndelag;5036;Frosta;;;A;Arbeiderpartiet;24,47989;2079;104;249;353;6,21435;-2,62537;5;0;
50;Trøndelag;5036;Frosta;;;SV;SV - Sosialistisk Venstreparti;2,21914;2079;11;21;32;-3,15308;-1,20191;0;0;
50;Trøndelag;5036;Frosta;;;SP;Senterpartiet;27,87795;2079;77;325;402;-5,50655;1,56216;5;0;
50;Trøndelag;5036;Frosta;;;KRF;Kristelig Folkeparti;3,39806;2079;12;37;49;-1,59043;-1,99668;0;0;
50;Trøndelag;5036;Frosta;;;V;Venstre;5,20111;2079;19;56;75;-5,77356;1,71427;1;0;
50;Trøndelag;5036;Frosta;;;H;Høyre;34,18863;2079;118;375;493;7,17405;14,64915;6;0;
50;Trøndelag;5036;Frosta;;;FRP;Fremskrittspartiet;2,63523;2079;15;23;38;2,63523;-8,08846;0;0;
50;Trøndelag;5036;Frosta;;;BLANKE;Blanke;0,62413;2079;2;7;9;-0,06658;-0,23113;0;0;
50;Trøndelag;5037;Levanger;;;A;Arbeiderpartiet;32,79749;15656;1190;2156;3346;-16,16732;-3,90741;11;0;
50;Trøndelag;5037;Levanger;;;SV;SV - Sosialistisk Venstreparti;9,21388;15656;396;544;940;3,57976;3,63515;3;0;
50;Trøndelag;5037;Levanger;;;RØDT;Rødt;2,4309;15656;107;141;248;2,4309;0,76249;1;0;
50;Trøndelag;5037;Levanger;;;SP;Senterpartiet;30,56263;15656;831;2287;3118;14,15806;9,8553;11;0;
50;Trøndelag;5037;Levanger;;;KRF;Kristelig Folkeparti;5,60674;15656;209;363;572;-1,11347;0,41905;2;0;
50;Trøndelag;5037;Levanger;;;MDG;Miljøpartiet De Grønne;3,34248;15656;160;181;341;0,48017;1,37863;1;0;
50;Trøndelag;5037;Levanger;;;V;Venstre;3,52872;15656;119;241;360;-2,51269;1,25204;1;0;
50;Trøndelag;5037;Levanger;;;H;Høyre;7,97883;15656;288;526;814;0,26302;-6,09834;3;0;
50;Trøndelag;5037;Levanger;;;FRP;Fremskrittspartiet;4,53833;15656;139;324;463;-0,598;-5,48079;2;0;
50;Trøndelag;5037;Levanger;;;BLANKE;Blanke;0,79396;15656;30;51;81;0,17172;0,15093;0;0;
50;Trøndelag;5038;Verdal;;;A;Arbeiderpartiet;27,92622;11862;833;1226;2059;-15,74406;-8,8011;10;0;
50;Trøndelag;5038;Verdal;;;SV;SV - Sosialistisk Venstreparti;4,19097;11862;112;197;309;0,68331;-0,05051;1;0;
50;Trøndelag;5038;Verdal;;;RØDT;Rødt;2,76685;11862;82;122;204;1,7305;1,0317;1;0;
50;Trøndelag;5038;Verdal;;;SP;Senterpartiet;51,10538;11862;1239;2529;3768;21,19467;25,283;18;0;
50;Trøndelag;5038;Verdal;;;KRF;Kristelig Folkeparti;1,22067;11862;34;56;90;-0,75637;-0,18914;0;0;
50;Trøndelag;5038;Verdal;;;MDG;Miljøpartiet De Grønne;2,11583;11862;67;89;156;-0,5468;0,45298;1;0;
50;Trøndelag;5038;Verdal;;;H;Høyre;7,33758;11862;198;343;541;-0,85757;-6,37491;3;0;
50;Trøndelag;5038;Verdal;;;FRP;Fremskrittspartiet;3,3365;11862;99;147;246;-2,02064;-8,01427;1;0;
50;Trøndelag;5038;Verdal;;;BLANKE;Blanke;0,70528;11862;33;19;52;0,1313;0,01845;0;0;
50;Trøndelag;5041;Snåase - Snåsa;;;A;Arbeiderpartiet;33,86328;1668;163;263;426;-12,1269;1,49027;6;0;
50;Trøndelag;5041;Snåase - Snåsa;;;SV;SV - Sosialistisk Venstreparti;8,90302;1668;51;61;112;0,22872;4,35412;2;0;
50;Trøndelag;5041;Snåase - Snåsa;;;SP;Senterpartiet;48,64865;1668;180;432;612;16,16092;3,99361;8;0;
50;Trøndelag;5041;Snåase - Snåsa;;;V;Venstre;3,6566;1668;19;27;46;-2,23538;2,36774;0;0;
50;Trøndelag;5041;Snåase - Snåsa;;;H;Høyre;4,92846;1668;23;39;62;-2,02735;-3,18375;1;0;
50;Trøndelag;5041;Snåase - Snåsa;;;BLANKE;Blanke;0,39746;1668;4;1;5;-0,01171;0,17001;0;0;
50;Trøndelag;5042;Lierne;;;A;Arbeiderpartiet;59,25926;1121;133;299;432;13,01812;29,07058;9;0;
50;Trøndelag;5042;Lierne;;;SP;Senterpartiet;35,39095;1121;89;169;258;-4,32537;-11,77886;5;0;
50;Trøndelag;5042;Lierne;;;V;Venstre;5,34979;1121;11;28;39;-5,14666;4,81071;1;0;
50;Trøndelag;5042;Lierne;;;BLANKE;Blanke;0,5487;1121;2;2;4;-0,01868;-0,12516;0;0;
50;Trøndelag;5043;Raarvihke - Røyrvik;;;A;Arbeiderpartiet;37,5;379;61;44;105;0,08741;4,27741;4;0;
50;Trøndelag;5043;Raarvihke - Røyrvik;;;BLANKE;Blanke;1,78571;379;2;3;5;1,08641;1,78571;0;0;
50;Trøndelag;5043;Raarvihke - Røyrvik;;;SBLRØ;Samarbeidslista i Røyrvik;62,5;379;82;93;175;-0,08741;62,5;7;0;
50;Trøndelag;5044;Namsskogan;;;A;Arbeiderpartiet;56,62188;702;140;155;295;7,24429;20,01811;7;0;
50;Trøndelag;5044;Namsskogan;;;SV;SV - Sosialistisk Venstreparti;7,10173;702;12;25;37;-6,79869;1,63003;1;0;
50;Trøndelag;5044;Namsskogan;;;SP;Senterpartiet;21,30518;702;39;72;111;-2,34627;-8,8835;3;0;
50;Trøndelag;5044;Namsskogan;;;BLANKE;Blanke;1,53551;702;4;4;8;-0,33171;1,15815;0;0;
50;Trøndelag;5044;Namsskogan;;;OPTI;Optimum;14,97121;702;31;47;78;1,90067;14,97121;2;0;
50;Trøndelag;5045;Grong;;;A;Arbeiderpartiet;30,31875;1874;130;279;409;-20,66312;-1,5372;5;0;
50;Trøndelag;5045;Grong;;;SV;SV - Sosialistisk Venstreparti;6,37509;1874;37;49;86;-5,1808;-1,03488;1;0;
50;Trøndelag;5045;Grong;;;SP;Senterpartiet;50,55597;1874;191;491;682;25,40491;15,65292;9;0;
50;Trøndelag;5045;Grong;;;MDG;Miljøpartiet De Grønne;4,44774;1874;29;31;60;1,72871;2,99345;1;0;
50;Trøndelag;5045;Grong;;;H;Høyre;8,30245;1874;33;79;112;1,05169;-3,12415;1;0;
50;Trøndelag;5045;Grong;;;BLANKE;Blanke;0,5189;1874;0;7;7;0,06573;0,17264;0;0;
50;Trøndelag;5046;Høylandet;;;A;Arbeiderpartiet;38,31909;965;62;207;269;10,12834;2,53927;6;0;
50;Trøndelag;5046;Høylandet;;;SP;Senterpartiet;61,68091;965;116;317;433;-1,29244;13,97449;9;0;
50;Trøndelag;5046;Høylandet;;;BLANKE;Blanke;1,7094;965;8;4;12;1,7094;1,44728;0;0;
50;Trøndelag;5047;Overhalla;;;A;Arbeiderpartiet;23,93426;2921;129;337;466;-0,55663;-6,97736;5;0;
50;Trøndelag;5047;Overhalla;;;SV;SV - Sosialistisk Venstreparti;5,70108;2921;42;69;111;3,23591;1,62889;1;0;
50;Trøndelag;5047;Overhalla;;;SP;Senterpartiet;59,57884;2921;283;877;1160;2,88002;21,67972;13;0;
50;Trøndelag;5047;Overhalla;;;H;Høyre;4,8793;2921;27;68;95;0,10974;-6,13412;1;0;
50;Trøndelag;5047;Overhalla;;;FRP;Fremskrittspartiet;5,90652;2921;25;90;115;-2,98951;-5,43082;1;0;
50;Trøndelag;5047;Overhalla;;;BLANKE;Blanke;0,20544;2921;2;2;4;-0,16969;-0,11848;0;0;
50;Trøndelag;5049;Flatanger;;;A;Arbeiderpartiet;15,625;910;37;68;105;-1,2692;-8,26474;2;0;
50;Trøndelag;5049;Flatanger;;;SV;SV - Sosialistisk Venstreparti;18,75;910;56;70;126;4,75683;10,63361;3;0;
50;Trøndelag;5049;Flatanger;;;SP;Senterpartiet;34,97024;910;66;169;235;6,81324;10,00852;5;0;
50;Trøndelag;5049;Flatanger;;;H;Høyre;10,56548;910;23;48;71;0,49722;-7,50497;2;0;
50;Trøndelag;5049;Flatanger;;;FRP;Fremskrittspartiet;20,08929;910;48;87;135;7,97324;4,00965;3;0;
50;Trøndelag;5049;Flatanger;;;BLANKE;Blanke;0,74405;910;2;3;5;0,5734;0,13149;0;0;
50;Trøndelag;5052;Leka;;;A;Arbeiderpartiet;40;469;77;77;154;21,69935;14,73958;6;0;
50;Trøndelag;5052;Leka;;;SV;SV - Sosialistisk Venstreparti;9,35065;469;14;22;36;-0,78007;5,96523;1;0;
50;Trøndelag;5052;Leka;;;SP;Senterpartiet;43,37662;469;82;85;167;-17,40769;-10,26921;7;0;
50;Trøndelag;5052;Leka;;;V;Venstre;7,27273;469;4;24;28;-3,51159;5,71023;1;0;
50;Trøndelag;5052;Leka;;;BLANKE;Blanke;1,2987;469;2;3;5;-4,25685;0,77787;0;0;
50;Trøndelag;5053;Inderøy;;;A;Arbeiderpartiet;26,74699;5317;223;776;999;-1,33299;-5,44051;7;0;
50;Trøndelag;5053;Inderøy;;;SV;SV - Sosialistisk Venstreparti;9,61178;5317;122;237;359;3,58414;2,85697;2;0;
50;Trøndelag;5053;Inderøy;;;SP;Senterpartiet;44,25703;5317;409;1244;1653;-3,75826;14,28107;11;0;
50;Trøndelag;5053;Inderøy;;;KRF;Kristelig Folkeparti;2,99866;5317;30;82;112;-1,14718;-0,39076;1;0;
50;Trøndelag;5053;Inderøy;;;MDG;Miljøpartiet De Grønne;2,94511;5317;47;63;110;0,38704;0,87781;1;0;
50;Trøndelag;5053;Inderøy;;;V;Venstre;2,46319;5317;30;62;92;-0,74175;0,51607;0;0;
50;Trøndelag;5053;Inderøy;;;H;Høyre;10,97724;5317;100;310;410;3,009;-1,28237;3;0;
50;Trøndelag;5053;Inderøy;;;BLANKE;Blanke;1,1245;5317;9;33;42;0,41882;0,59565;0;0;
50;Trøndelag;5054;Indre Fosen;;;A;Arbeiderpartiet;17,02448;7949;356;548;904;-9,78501;-8,25692;6;0;
50;Trøndelag;5054;Indre Fosen;;;SV;SV - Sosialistisk Venstreparti;4,16196;7949;78;143;221;0,43681;-0,14392;2;0;
50;Trøndelag;5054;Indre Fosen;;;SP;Senterpartiet;26,15819;7949;425;964;1389;6,9148;4,07493;10;0;
50;Trøndelag;5054;Indre Fosen;;;KRF;Kristelig Folkeparti;2,82486;7949;57;93;150;-1,42143;-0,53408;1;0;
50;Trøndelag;5054;Indre Fosen;;;MDG;Miljøpartiet De Grønne;2,91902;7949;68;87;155;0,83448;0,81075;1;0;
50;Trøndelag;5054;Indre Fosen;;;V;Venstre;1,26177;7949;14;53;67;-3,00382;-0,77504;0;0;
50;Trøndelag;5054;Indre Fosen;;;H;Høyre;12,90019;7949;217;468;685;-13,56188;-8,00387;5;0;
50;Trøndelag;5054;Indre Fosen;;;FRP;Fremskrittspartiet;5,19774;7949;70;206;276;-0,38033;-9,77457;2;0;
50;Trøndelag;5054;Indre Fosen;;;PP;Pensjonistpartiet;12,20339;7949;291;357;648;6,99204;9,46978;4;0;
50;Trøndelag;5054;Indre Fosen;;;BLANKE;Blanke;0,41431;7949;8;14;22;-0,10682;-0,13956;0;0;
50;Trøndelag;5054;Indre Fosen;;;KLIF;Kommunelista;15,3484;7949;347;468;815;15,3484;15,3484;6;0;
50;Trøndelag;5055;Heim;;;A;Arbeiderpartiet;31,60025;4819;284;731;1015;;;10;0;
50;Trøndelag;5055;Heim;;;SP;Senterpartiet;33,09465;4819;266;797;1063;;;10;0;
50;Trøndelag;5055;Heim;;;KRF;Kristelig Folkeparti;2,30386;4819;25;49;74;;;1;0;
50;Trøndelag;5055;Heim;;;V;Venstre;1,27646;4819;14;27;41;;;0;0;
50;Trøndelag;5055;Heim;;;H;Høyre;9,24658;4819;92;205;297;;;3;0;
50;Trøndelag;5055;Heim;;;FRP;Fremskrittspartiet;3,45579;4819;30;81;111;;;1;0;
50;Trøndelag;5055;Heim;;;BLANKE;Blanke;0,87173;4819;14;14;28;;;0;0;
50;Trøndelag;5055;Heim;;;HA;Halsalista;11,08344;4819;76;280;356;;;3;0;
50;Trøndelag;5055;Heim;;;HE;Heimlista;7,93898;4819;59;196;255;;;3;0;
50;Trøndelag;5056;Hitra;;;A;Arbeiderpartiet;34,71548;4014;242;545;787;;;9;0;
50;Trøndelag;5056;Hitra;;;SV;SV - Sosialistisk Venstreparti;4,19056;4014;31;64;95;;;1;0;
50;Trøndelag;5056;Hitra;;;RØDT;Rødt;8,91045;4014;87;115;202;;;2;0;
50;Trøndelag;5056;Hitra;;;SP;Senterpartiet;11,8659;4014;74;195;269;;;3;0;
50;Trøndelag;5056;Hitra;;;KRF;Kristelig Folkeparti;2,29378;4014;22;30;52;;;0;0;
50;Trøndelag;5056;Hitra;;;MDG;Miljøpartiet De Grønne;2,02911;4014;21;25;46;;;0;0;
50;Trøndelag;5056;Hitra;;;V;Venstre;3,13189;4014;25;46;71;;;1;0;
50;Trøndelag;5056;Hitra;;;H;Høyre;10,89546;4014;62;185;247;;;3;0;
50;Trøndelag;5056;Hitra;;;FRP;Fremskrittspartiet;7,71945;4014;62;113;175;;;2;0;
50;Trøndelag;5056;Hitra;;;PP;Pensjonistpartiet;14,2479;4014;123;200;323;;;4;0;
50;Trøndelag;5056;Hitra;;;BLANKE;Blanke;0,57345;4014;4;9;13;;;0;0;
50;Trøndelag;5057;Ørland;;;A;Arbeiderpartiet;34,94996;8135;621;1195;1816;6,36915;7,22082;12;0;
50;Trøndelag;5057;Ørland;;;SV;SV - Sosialistisk Venstreparti;4,25327;8135;84;137;221;0,4425;0,98366;2;0;
50;Trøndelag;5057;Ørland;;;SP;Senterpartiet;33,17937;8135;537;1187;1724;10,59943;15,54492;12;0;
50;Trøndelag;5057;Ørland;;;KRF;Kristelig Folkeparti;1,63587;8135;29;56;85;-0,99225;-0,54387;0;0;
50;Trøndelag;5057;Ørland;;;MDG;Miljøpartiet De Grønne;2,84834;8135;61;87;148;1,57809;1,11527;1;0;
50;Trøndelag;5057;Ørland;;;V;Venstre;1,7321;8135;29;61;90;-1,07123;-0,05457;0;0;
50;Trøndelag;5057;Ørland;;;H;Høyre;17,16705;8135;334;558;892;-14,15139;-6,47061;6;0;
50;Trøndelag;5057;Ørland;;;FRP;Fremskrittspartiet;4,23403;8135;92;128;220;-0,84701;-13,29322;2;0;
50;Trøndelag;5057;Ørland;;;BLANKE;Blanke;1,38568;8135;28;44;72;0,35633;0,18861;0;0;
50;Trøndelag;5058;Åfjord;;;A;Arbeiderpartiet;37,10292;3465;361;515;876;1,01617;12,62227;10;0;
50;Trøndelag;5058;Åfjord;;;SP;Senterpartiet;31,08852;3465;304;430;734;4,78488;5,42661;9;0;
50;Trøndelag;5058;Åfjord;;;KRF;Kristelig Folkeparti;5,37908;3465;51;76;127;-2,41972;-0,20137;1;0;
50;Trøndelag;5058;Åfjord;;;V;Venstre;3,81194;3465;27;63;90;-1,91025;2,30482;1;0;
50;Trøndelag;5058;Åfjord;;;H;Høyre;15,45955;3465;129;236;365;-2,16851;-3,48139;4;0;
50;Trøndelag;5058;Åfjord;;;FRP;Fremskrittspartiet;7,15798;3465;63;106;169;0,69744;-9,05383;2;0;
50;Trøndelag;5058;Åfjord;;;BLANKE;Blanke;0,80474;3465;7;12;19;0,29713;0,35668;0;0;
50;Trøndelag;5059;Orkland;;;A;Arbeiderpartiet;33,11854;14383;854;2127;2981;;;17;0;
50;Trøndelag;5059;Orkland;;;SV;SV - Sosialistisk Venstreparti;4,14398;14383;168;205;373;;;2;0;
50;Trøndelag;5059;Orkland;;;RØDT;Rødt;1,52205;14383;35;102;137;;;1;0;
50;Trøndelag;5059;Orkland;;;SP;Senterpartiet;31,29652;14383;638;2179;2817;;;16;0;
50;Trøndelag;5059;Orkland;;;KRF;Kristelig Folkeparti;2,5886;14383;64;169;233;;;1;0;
50;Trøndelag;5059;Orkland;;;MDG;Miljøpartiet De Grønne;1,74425;14383;49;108;157;;;1;0;
50;Trøndelag;5059;Orkland;;;V;Venstre;2,57749;14383;74;158;232;;;1;0;
50;Trøndelag;5059;Orkland;;;H;Høyre;8,45462;14383;199;562;761;;;4;0;
50;Trøndelag;5059;Orkland;;;FRP;Fremskrittspartiet;3,52183;14383;79;238;317;;;2;0;
50;Trøndelag;5059;Orkland;;;DEMN;Demokratene;0,36663;14383;8;25;33;;;0;0;
50;Trøndelag;5059;Orkland;;;PP;Pensjonistpartiet;4,92168;14383;144;299;443;;;3;0;
50;Trøndelag;5059;Orkland;;;BLANKE;Blanke;0,66659;14383;10;50;60;;;0;0;
50;Trøndelag;5059;Orkland;;;SBLO;Småbylista Orkland;5,74381;14383;216;301;517;;;3;0;
50;Trøndelag;5060;Nærøysund;;;A;Arbeiderpartiet;38,31717;7417;566;1251;1817;6,3972;11,86796;14;0;
50;Trøndelag;5060;Nærøysund;;;SV;SV - Sosialistisk Venstreparti;4,00675;7417;67;123;190;-0,20955;0,01775;1;0;
50;Trøndelag;5060;Nærøysund;;;SP;Senterpartiet;23,28132;7417;290;814;1104;-3,77919;-0,25965;9;0;
50;Trøndelag;5060;Nærøysund;;;KRF;Kristelig Folkeparti;3,14213;7417;52;97;149;-1,28855;0,13565;1;0;
50;Trøndelag;5060;Nærøysund;;;MDG;Miljøpartiet De Grønne;2,65711;7417;53;73;126;2,65711;1,28159;1;0;
50;Trøndelag;5060;Nærøysund;;;V;Venstre;4,32307;7417;51;154;205;-12,04187;0,86463;2;0;
50;Trøndelag;5060;Nærøysund;;;H;Høyre;12,80051;7417;187;420;607;4,39174;-4,62924;5;0;
50;Trøndelag;5060;Nærøysund;;;FRP;Fremskrittspartiet;11,47195;7417;169;375;544;3,8731;-6,62591;4;0;
50;Trøndelag;5060;Nærøysund;;;BLANKE;Blanke;0,90679;7417;18;25;43;0,31127;0,29763;0;0;
50;Trøndelag;5061;Rindal;;;A;Arbeiderpartiet;44,42362;1623;107;367;474;3,63172;14,72065;8;0;
50;Trøndelag;5061;Rindal;;;SP;Senterpartiet;42,5492;1623;151;303;454;-0,72888;1,21257;7;0;
50;Trøndelag;5061;Rindal;;;H;Høyre;13,02718;1623;34;105;139;2,06954;1,64104;2;0;
50;Trøndelag;5061;Rindal;;;BLANKE;Blanke;2,2493;1623;6;18;24;0,49976;1,75425;0;0;
54;Troms og Finnmark;5401;Tromsø;;;A;Arbeiderpartiet;18,88496;59975;2315;4795;7110;-10,95791;-4,07489;8;0;
54;Troms og Finnmark;5401;Tromsø;;;SV;SV - Sosialistisk Venstreparti;16,04027;59975;2023;4016;6039;8,09676;1,241;7;0;
54;Troms og Finnmark;5401;Tromsø;;;RØDT;Rødt;5,16083;59975;866;1077;1943;-9,19685;1,72862;2;0;
54;Troms og Finnmark;5401;Tromsø;;;SP;Senterpartiet;10,95115;59975;1353;2770;4123;8,76512;2,30753;5;0;
54;Troms og Finnmark;5401;Tromsø;;;KRF;Kristelig Folkeparti;2,09036;59975;199;588;787;-1,04026;-0,32966;1;0;
54;Troms og Finnmark;5401;Tromsø;;;MDG;Miljøpartiet De Grønne;7,37337;59975;1159;1617;2776;2,95032;3,49211;3;0;
54;Troms og Finnmark;5401;Tromsø;;;V;Venstre;3,14749;59975;384;801;1185;-1,78234;-0,91824;1;0;
54;Troms og Finnmark;5401;Tromsø;;;H;Høyre;15,51701;59975;1884;3958;5842;-4,81104;-6,81417;7;0;
54;Troms og Finnmark;5401;Tromsø;;;FRP;Fremskrittspartiet;8,58456;59975;918;2314;3232;-2,21669;-7,32884;4;0;
54;Troms og Finnmark;5401;Tromsø;;;KRISTNE;Partiet De Kristne;0,33733;59975;43;84;127;0,33733;0,15528;0;0;
54;Troms og Finnmark;5401;Tromsø;;;KYST;Kystpartiet;0,67731;59975;62;193;255;0,08057;0,48312;0;0;
54;Troms og Finnmark;5401;Tromsø;;;LIBS;Liberalistene;0,46482;59975;41;134;175;0,46482;0,04247;0;0;
54;Troms og Finnmark;5401;Tromsø;;;BLANKE;Blanke;1,11822;59975;115;306;421;0,24261;0,24439;0;0;
54;Troms og Finnmark;5401;Tromsø;;;BYLAD;By- og Landlista;2,07974;59975;170;613;783;0,61938;2,07974;1;0;
54;Troms og Finnmark;5401;Tromsø;;;NTB;Nei til bompenger i Tromsø;8,6908;59975;1140;2132;3272;8,6908;8,6908;4;0;
54;Troms og Finnmark;5402;Harstad;;;A;Arbeiderpartiet;29,91252;19611;1095;2461;3556;-7,09461;3,11037;11;0;
54;Troms og Finnmark;5402;Harstad;;;SV;SV - Sosialistisk Venstreparti;6,21635;19611;253;486;739;2,97645;-0,45473;2;0;
54;Troms og Finnmark;5402;Harstad;;;RØDT;Rødt;4,01245;19611;187;290;477;0,65853;2,36309;1;0;
54;Troms og Finnmark;5402;Harstad;;;SP;Senterpartiet;17,80787;19611;524;1593;2117;11,30906;7,42572;6;0;
54;Troms og Finnmark;5402;Harstad;;;KRF;Kristelig Folkeparti;2,16184;19611;70;187;257;-0,41298;0,04123;1;0;
54;Troms og Finnmark;5402;Harstad;;;MDG;Miljøpartiet De Grønne;4,92093;19611;194;391;585;2,63114;2,38798;2;0;
54;Troms og Finnmark;5402;Harstad;;;V;Venstre;3,58345;19611;125;301;426;-7,55195;0,82223;1;0;
54;Troms og Finnmark;5402;Harstad;;;H;Høyre;17,93405;19611;655;1477;2132;5,46849;-6,42351;6;0;
54;Troms og Finnmark;5402;Harstad;;;FRP;Fremskrittspartiet;13,18977;19611;489;1079;1568;-8,24491;-8,34031;5;0;
