Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
03;Oslo;0301;Oslo;;;A;Arbeiderpartiet;20,00783;545506;30522;42600;73122;-11,9596;-8,3465;12;0;
03;Oslo;0301;Oslo;;;SV;SV - Sosialistisk Venstreparti;9,10014;545506;13980;19278;33258;3,65577;-0,17578;6;0;
03;Oslo;0301;Oslo;;;RØDT;Rødt;7,19682;545506;12455;13847;26302;2,14912;0,9089;4;0;
03;Oslo;0301;Oslo;;;SP;Senterpartiet;2,18351;545506;3071;4909;7980;1,58243;0,06474;1;0;
03;Oslo;0301;Oslo;;;KRF;Kristelig Folkeparti;1,73641;545506;2405;3941;6346;-0,7063;-0,40006;1;0;
03;Oslo;0301;Oslo;;;MDG;Miljøpartiet De Grønne;15,26047;545506;26431;29341;55772;7,11624;9,30762;9;0;
03;Oslo;0301;Oslo;;;V;Venstre;5,77617;545506;6866;14244;21110;-1,08538;-2,65012;4;0;
03;Oslo;0301;Oslo;;;H;Høyre;25,4012;545506;37213;55620;92833;-6,3949;-1,0452;15;0;
03;Oslo;0301;Oslo;;;FRP;Fremskrittspartiet;5,27325;545506;8680;10592;19272;-0,75347;-4,27099;3;0;
03;Oslo;0301;Oslo;;;ALLI;Alliansen;0,1089;545506;223;175;398;0,1089;0,02337;0;0;
03;Oslo;0301;Oslo;;;DEMN;Demokratene;0,26487;545506;784;184;968;0,03392;0,17606;0;0;
03;Oslo;0301;Oslo;;;FNB;Folkeaksjonen Nei til mer bompenger;5,84075;545506;9861;11485;21346;5,84075;5,84075;4;0;
03;Oslo;0301;Oslo;;;HELSE;Helsepartiet;0,23231;545506;364;485;849;0,23231;-0,09022;0;0;
03;Oslo;0301;Oslo;;;KRISTNE;Partiet De Kristne;0,16718;545506;242;369;611;0,03579;0,07375;0;0;
03;Oslo;0301;Oslo;;;KYST;Kystpartiet;0,04351;545506;50;109;159;0,00481;0,04351;0;0;
03;Oslo;0301;Oslo;;;LIBS;Liberalistene;0,22218;545506;355;457;812;0,22218;0,04049;0;0;
03;Oslo;0301;Oslo;;;NKP;Norges Kommunistiske Parti;0,07251;545506;101;164;265;-0,00239;0,04009;0;0;
03;Oslo;0301;Oslo;;;PIR;Piratpartiet;0,18962;545506;228;465;693;-0,06161;0,01801;0;0;
03;Oslo;0301;Oslo;;;PP;Pensjonistpartiet;0,60717;545506;1199;1020;2219;0,24234;0,24351;0;0;
03;Oslo;0301;Oslo;;;BLANKE;Blanke;0,5259;545506;599;1323;1922;0,13486;0,05546;0;0;
03;Oslo;0301;Oslo;;;FI;Feministisk Initiativ;0,15843;545506;270;309;579;-0,27475;0,06962;0;0;
03;Oslo;0301;Oslo;;;SELV;Selvstendighetspartiet;0,15679;545506;113;460;573;0,15679;0,15679;0;0;
11;Rogaland;1101;Eigersund;;;A;Arbeiderpartiet;32,98763;11537;740;1741;2481;1,10495;10,2547;10;0;
11;Rogaland;1101;Eigersund;;;SV;SV - Sosialistisk Venstreparti;5,27855;11537;131;266;397;0,7847;2,48832;2;0;
11;Rogaland;1101;Eigersund;;;SP;Senterpartiet;11,78035;11537;231;655;886;3,56527;2,41313;4;0;
11;Rogaland;1101;Eigersund;;;KRF;Kristelig Folkeparti;8,64247;11537;159;491;650;-6,44741;1,19354;3;0;
11;Rogaland;1101;Eigersund;;;MDG;Miljøpartiet De Grønne;2,22045;11537;67;100;167;2,22045;0,61357;0;0;
11;Rogaland;1101;Eigersund;;;V;Venstre;2,40659;11537;45;136;181;-1,8192;-0,3961;1;0;
11;Rogaland;1101;Eigersund;;;H;Høyre;16,02181;11537;360;845;1205;-3,98766;-11,40719;5;0;
11;Rogaland;1101;Eigersund;;;FRP;Fremskrittspartiet;20,66215;11537;493;1061;1554;4,57889;-2,76835;6;0;
11;Rogaland;1101;Eigersund;;;BLANKE;Blanke;1,0371;11537;30;48;78;0,21717;0,51393;0;0;
11;Rogaland;1103;Stavanger;;;A;Arbeiderpartiet;25,42207;109617;5553;12637;18190;-1,59819;-1,35333;18;0;
11;Rogaland;1103;Stavanger;;;SV;SV - Sosialistisk Venstreparti;4,75458;109617;1236;2166;3402;0,42627;-0,99524;3;0;
11;Rogaland;1103;Stavanger;;;RØDT;Rødt;5,48133;109617;1507;2415;3922;4,2147;3,59881;4;0;
11;Rogaland;1103;Stavanger;;;SP;Senterpartiet;4,78813;109617;880;2546;3426;2,31666;1,36449;3;0;
11;Rogaland;1103;Stavanger;;;KRF;Kristelig Folkeparti;4,41777;109617;801;2360;3161;-1,73651;-0,42674;3;0;
11;Rogaland;1103;Stavanger;;;MDG;Miljøpartiet De Grønne;6,48899;109617;1878;2765;4643;1,42736;2,80412;4;0;
11;Rogaland;1103;Stavanger;;;V;Venstre;4,66933;109617;962;2379;3341;-3,4052;-0,48478;3;0;
11;Rogaland;1103;Stavanger;;;H;Høyre;23,06574;109617;5156;11348;16504;-5,90405;-8,34684;16;0;
11;Rogaland;1103;Stavanger;;;FRP;Fremskrittspartiet;8,86768;109617;1878;4467;6345;-2,20351;-6,63612;6;0;
11;Rogaland;1103;Stavanger;;;FNB;Folkeaksjonen Nei til mer bompenger;9,24083;109617;2331;4281;6612;5,1369;9,24083;6;0;
11;Rogaland;1103;Stavanger;;;KRISTNE;Partiet De Kristne;0,85392;109617;209;402;611;0,37914;0,64522;0;0;
11;Rogaland;1103;Stavanger;;;LIBS;Liberalistene;0,24038;109617;68;104;172;0,24038;-0,02637;0;0;
11;Rogaland;1103;Stavanger;;;PP;Pensjonistpartiet;1,70925;109617;469;754;1223;0,70603;1,31533;1;0;
11;Rogaland;1103;Stavanger;;;BLANKE;Blanke;0,71417;109617;138;373;511;0,22475;0,15024;0;0;
11;Rogaland;1106;Haugesund;;;A;Arbeiderpartiet;31,03627;29521;2129;3253;5382;-9,1684;4,29362;15;0;
11;Rogaland;1106;Haugesund;;;SV;SV - Sosialistisk Venstreparti;5,31688;29521;389;533;922;1,82471;0,69695;3;0;
11;Rogaland;1106;Haugesund;;;RØDT;Rødt;2,03564;29521;177;176;353;1,65188;0,75346;1;0;
11;Rogaland;1106;Haugesund;;;SP;Senterpartiet;5,05161;29521;315;561;876;3,16482;1,66808;2;0;
11;Rogaland;1106;Haugesund;;;KRF;Kristelig Folkeparti;3,60994;29521;227;399;626;-1,72424;-0,70979;2;0;
11;Rogaland;1106;Haugesund;;;MDG;Miljøpartiet De Grønne;5,09775;29521;413;471;884;1,45847;2,35021;3;0;
11;Rogaland;1106;Haugesund;;;V;Venstre;2,96984;29521;197;318;515;-1,94222;-0,99373;1;0;
11;Rogaland;1106;Haugesund;;;H;Høyre;27,84153;29521;2001;2827;4828;5,51982;-3,07838;14;0;
11;Rogaland;1106;Haugesund;;;FRP;Fremskrittspartiet;12,5829;29521;828;1354;2182;-1,38576;-6,56333;6;0;
11;Rogaland;1106;Haugesund;;;KRISTNE;Partiet De Kristne;0,6574;29521;49;65;114;-0,06534;0,30633;0;0;
11;Rogaland;1106;Haugesund;;;LIBS;Liberalistene;0,47863;29521;23;60;83;0,47863;0,20897;0;0;
11;Rogaland;1106;Haugesund;;;PP;Pensjonistpartiet;3,32161;29521;311;265;576;0,18761;1,93767;2;0;
11;Rogaland;1106;Haugesund;;;BLANKE;Blanke;0,89384;29521;54;101;155;0,33739;0,29854;0;0;
11;Rogaland;1108;Sandnes;;;A;Arbeiderpartiet;25,05903;59129;2242;6991;9233;-10,79167;1,98878;13;0;
11;Rogaland;1108;Sandnes;;;SV;SV - Sosialistisk Venstreparti;4,47551;59129;468;1181;1649;2,0689;0,68739;2;0;
11;Rogaland;1108;Sandnes;;;RØDT;Rødt;2,28253;59129;240;601;841;1,61798;1,06147;1;0;
11;Rogaland;1108;Sandnes;;;SP;Senterpartiet;6,92903;59129;458;2095;2553;2,21905;1,08626;3;0;
11;Rogaland;1108;Sandnes;;;KRF;Kristelig Folkeparti;7,40399;59129;486;2242;2728;-2,02565;-1,17407;4;0;
11;Rogaland;1108;Sandnes;;;MDG;Miljøpartiet De Grønne;5,15674;59129;573;1327;1900;2,33075;2,43929;3;0;
11;Rogaland;1108;Sandnes;;;V;Venstre;2,47252;59129;225;686;911;-0,51154;-1,11165;1;0;
11;Rogaland;1108;Sandnes;;;H;Høyre;16,31158;59129;1440;4570;6010;1,20092;-11,52823;8;0;
11;Rogaland;1108;Sandnes;;;FRP;Fremskrittspartiet;18,00516;59129;1426;5208;6634;-5,54798;-3,29341;9;0;
11;Rogaland;1108;Sandnes;;;FNB;Folkeaksjonen Nei til mer bompenger;9,141;59129;831;2537;3368;9,141;9,141;5;0;
11;Rogaland;1108;Sandnes;;;KRISTNE;Partiet De Kristne;1,19419;59129;94;346;440;0,50382;0,692;0;0;
11;Rogaland;1108;Sandnes;;;LIBS;Liberalistene;0,35554;59129;26;105;131;0,35554;0,05474;0;0;
11;Rogaland;1108;Sandnes;;;PP;Pensjonistpartiet;1,21319;59129;166;281;447;0,08731;0,77473;0;0;
11;Rogaland;1108;Sandnes;;;BLANKE;Blanke;0,82779;59129;62;243;305;0,33744;0,13951;0;0;
11;Rogaland;1111;Sokndal;;;A;Arbeiderpartiet;21,9539;2538;89;311;400;-10,34231;3,26135;5;0;
11;Rogaland;1111;Sokndal;;;SP;Senterpartiet;11,80022;2538;47;168;215;4,51957;3,01575;3;0;
11;Rogaland;1111;Sokndal;;;KRF;Kristelig Folkeparti;26,23491;2538;108;370;478;-1,51867;11,73031;5;0;
11;Rogaland;1111;Sokndal;;;V;Venstre;6,91548;2538;34;92;126;-2,16977;5,58759;1;0;
11;Rogaland;1111;Sokndal;;;H;Høyre;11,47091;2538;61;148;209;-1,22355;-11,5628;2;0;
11;Rogaland;1111;Sokndal;;;FRP;Fremskrittspartiet;9,0011;2538;27;137;164;-1,88876;-17,55661;2;0;
11;Rogaland;1111;Sokndal;;;BLANKE;Blanke;0,82327;2538;5;10;15;-0,17237;0,15933;0;0;
11;Rogaland;1111;Sokndal;;;SOK;Sokndal Listo;12,62349;2538;48;182;230;12,62349;12,62349;3;0;
11;Rogaland;1112;Lund;;;A;Arbeiderpartiet;20,56186;2443;98;246;344;-13,42548;2,03116;4;0;
11;Rogaland;1112;Lund;;;SP;Senterpartiet;22,05619;2443;92;277;369;10,15745;7,69215;5;0;
11;Rogaland;1112;Lund;;;KRF;Kristelig Folkeparti;17,93186;2443;96;204;300;2,99515;4,55467;4;0;
11;Rogaland;1112;Lund;;;V;Venstre;5,85774;2443;21;77;98;-1,6739;3,99371;1;0;
11;Rogaland;1112;Lund;;;H;Høyre;19,30663;2443;95;228;323;5,12942;-0,48503;4;0;
11;Rogaland;1112;Lund;;;FRP;Fremskrittspartiet;14,28571;2443;75;164;239;-3,18264;-11,37218;3;0;
11;Rogaland;1112;Lund;;;BLANKE;Blanke;1,37478;2443;2;21;23;0,74186;1,10065;0;0;
11;Rogaland;1114;Bjerkreim;;;A;Arbeiderpartiet;10,83445;2072;36;125;161;-2,82044;1,24366;2;0;
11;Rogaland;1114;Bjerkreim;;;SP;Senterpartiet;36,54105;2072;126;417;543;7,60083;7,38504;6;0;
11;Rogaland;1114;Bjerkreim;;;KRF;Kristelig Folkeparti;19,91925;2072;68;228;296;-2,70304;0,86554;4;0;
11;Rogaland;1114;Bjerkreim;;;V;Venstre;7,46972;2072;22;89;111;1,62733;5,55156;1;0;
11;Rogaland;1114;Bjerkreim;;;H;Høyre;25,23553;2072;73;302;375;1,86597;5,60638;4;0;
11;Rogaland;1114;Bjerkreim;;;BLANKE;Blanke;1,68237;2072;6;19;25;1,27476;1,29874;0;0;
11;Rogaland;1119;Hå;;;A;Arbeiderpartiet;7,9009;13844;279;429;708;0,29393;-5,63116;3;0;
11;Rogaland;1119;Hå;;;SV;SV - Sosialistisk Venstreparti;2,54436;13844;106;122;228;1,02749;0,27023;1;0;
11;Rogaland;1119;Hå;;;RØDT;Rødt;0,99319;13844;31;58;89;0,99319;0,46051;0;0;
11;Rogaland;1119;Hå;;;SP;Senterpartiet;15,83529;13844;454;965;1419;6,80201;0,42861;5;0;
11;Rogaland;1119;Hå;;;KRF;Kristelig Folkeparti;20,66734;13844;577;1275;1852;0,71035;3,75482;7;0;
11;Rogaland;1119;Hå;;;H;Høyre;13,9047;13844;442;804;1246;-5,11273;-9,44093;5;0;
11;Rogaland;1119;Hå;;;FRP;Fremskrittspartiet;9,38511;13844;245;596;841;0,91783;-13,43808;3;0;
11;Rogaland;1119;Hå;;;KRISTNE;Partiet De Kristne;1,96407;13844;62;114;176;0,37928;0,4992;0;0;
11;Rogaland;1119;Hå;;;LIBS;Liberalistene;0,63609;13844;16;41;57;0,63609;0,32878;0;0;
11;Rogaland;1119;Hå;;;BLANKE;Blanke;0,64725;13844;15;43;58;0,35293;0,21701;0;0;
11;Rogaland;1119;Hå;;;HL;Hå-lista;26,16895;13844;1109;1236;2345;26,16895;26,16895;9;0;
11;Rogaland;1120;Klepp;;;A;Arbeiderpartiet;13,20535;14550;412;833;1245;-2,97905;-3,03078;4;0;
11;Rogaland;1120;Klepp;;;SV;SV - Sosialistisk Venstreparti;3,35172;14550;99;217;316;3,35172;0,87652;1;0;
11;Rogaland;1120;Klepp;;;RØDT;Rødt;1,01824;14550;35;61;96;1,01824;0,33069;0;0;
11;Rogaland;1120;Klepp;;;SP;Senterpartiet;16,91769;14550;459;1136;1595;4,47876;5,93645;5;0;
11;Rogaland;1120;Klepp;;;KRF;Kristelig Folkeparti;12,39924;14550;354;815;1169;-3,13377;1,98769;4;0;
11;Rogaland;1120;Klepp;;;MDG;Miljøpartiet De Grønne;3,30929;14550;110;202;312;-0,01026;1,70827;1;0;
11;Rogaland;1120;Klepp;;;V;Venstre;2,01527;14550;48;142;190;-2,14356;-0,34206;0;0;
11;Rogaland;1120;Klepp;;;H;Høyre;21,72253;14550;632;1416;2048;-7,25154;-6,17257;7;0;
11;Rogaland;1120;Klepp;;;FRP;Fremskrittspartiet;20,55579;14550;519;1419;1938;1,16458;-4,49086;7;0;
11;Rogaland;1120;Klepp;;;FNB;Folkeaksjonen Nei til mer bompenger;5,50488;14550;166;353;519;5,50488;5,50488;2;0;
11;Rogaland;1120;Klepp;;;BLANKE;Blanke;0,88036;14550;23;60;83;0,27908;0,33031;0;0;
11;Rogaland;1121;Time;;;A;Arbeiderpartiet;17,13874;14227;458;1206;1664;-1,95703;-2,31953;5;0;
11;Rogaland;1121;Time;;;SV;SV - Sosialistisk Venstreparti;5,93264;14227;186;390;576;2,24831;2,21901;2;0;
11;Rogaland;1121;Time;;;SP;Senterpartiet;18,71459;14227;453;1364;1817;5,82524;7,35357;5;0;
11;Rogaland;1121;Time;;;KRF;Kristelig Folkeparti;11,1237;14227;339;741;1080;-3,57876;-0,40961;3;0;
11;Rogaland;1121;Time;;;MDG;Miljøpartiet De Grønne;3,6461;14227;115;239;354;-0,47989;0,88959;1;0;
11;Rogaland;1121;Time;;;V;Venstre;4,31558;14227;80;339;419;0,09662;1,76007;1;0;
11;Rogaland;1121;Time;;;H;Høyre;27,12947;14227;717;1917;2634;-2,87983;-0,63661;7;0;
11;Rogaland;1121;Time;;;FRP;Fremskrittspartiet;11,99918;14227;325;840;1165;0,72535;-6,26269;3;0;
11;Rogaland;1121;Time;;;BLANKE;Blanke;1,08147;14227;19;86;105;0,62819;0,48806;0;0;
11;Rogaland;1122;Gjesdal;;;A;Arbeiderpartiet;36,38776;8776;789;1268;2057;2,5398;14,44209;10;0;
11;Rogaland;1122;Gjesdal;;;SV;SV - Sosialistisk Venstreparti;3,57332;8776;86;116;202;1,2282;0,84028;1;0;
11;Rogaland;1122;Gjesdal;;;RØDT;Rødt;1,23828;8776;21;49;70;1,23828;0,62009;0;0;
11;Rogaland;1122;Gjesdal;;;SP;Senterpartiet;13,63878;8776;243;528;771;2,55806;2,43006;4;0;
11;Rogaland;1122;Gjesdal;;;KRF;Kristelig Folkeparti;13,40881;8776;233;525;758;-7,03286;-0,17505;4;0;
11;Rogaland;1122;Gjesdal;;;MDG;Miljøpartiet De Grønne;2,83036;8776;55;105;160;0,89563;1,0246;1;0;
11;Rogaland;1122;Gjesdal;;;V;Venstre;1,45056;8776;34;48;82;-0,56234;-0,77817;0;0;
11;Rogaland;1122;Gjesdal;;;H;Høyre;13,2496;8776;249;500;749;-0,68434;-9,24918;3;0;
11;Rogaland;1122;Gjesdal;;;FRP;Fremskrittspartiet;14,22254;8776;228;576;804;-0,18043;-7,54418;4;0;
11;Rogaland;1122;Gjesdal;;;BLANKE;Blanke;1,2029;8776;13;55;68;0,57753;0,63352;0;0;
11;Rogaland;1124;Sola;;;A;Arbeiderpartiet;16,2156;20113;648;1491;2139;-0,76866;-2,86477;7;0;
11;Rogaland;1124;Sola;;;SV;SV - Sosialistisk Venstreparti;3,76014;20113;167;329;496;2,08473;0,99403;2;0;
11;Rogaland;1124;Sola;;;RØDT;Rødt;1,53135;20113;65;137;202;1,53135;0,81448;0;0;
11;Rogaland;1124;Sola;;;SP;Senterpartiet;9,93859;20113;382;929;1311;4,41526;4,25431;4;0;
11;Rogaland;1124;Sola;;;KRF;Kristelig Folkeparti;6,43621;20113;254;595;849;-2,95346;-0,1315;3;0;
11;Rogaland;1124;Sola;;;MDG;Miljøpartiet De Grønne;3,44174;20113;172;282;454;0,91942;1,16078;1;0;
11;Rogaland;1124;Sola;;;V;Venstre;2,66091;20113;110;241;351;-1,53683;-0,75691;1;0;
11;Rogaland;1124;Sola;;;H;Høyre;28,20105;20113;1135;2585;3720;-9,90077;-7,06326;12;0;
11;Rogaland;1124;Sola;;;FRP;Fremskrittspartiet;17,69388;20113;661;1673;2334;1,24355;-4,92017;7;0;
11;Rogaland;1124;Sola;;;FNB;Folkeaksjonen Nei til mer bompenger;10,12054;20113;490;845;1335;10,12054;10,12054;4;0;
11;Rogaland;1124;Sola;;;BLANKE;Blanke;0,86423;20113;26;88;114;0,52362;0,30666;0;0;
11;Rogaland;1127;Randaberg;;;A;Arbeiderpartiet;24,48944;8426;437;966;1403;-3,67499;3,76397;7;0;
11;Rogaland;1127;Randaberg;;;SV;SV - Sosialistisk Venstreparti;3,15936;8426;73;108;181;3,15936;0,52128;1;0;
11;Rogaland;1127;Randaberg;;;SP;Senterpartiet;15,84919;8426;263;645;908;4,96193;9,25397;4;0;
11;Rogaland;1127;Randaberg;;;KRF;Kristelig Folkeparti;12,63746;8426;250;474;724;-3,78501;0,93095;3;0;
11;Rogaland;1127;Randaberg;;;MDG;Miljøpartiet De Grønne;4,29394;8426;95;151;246;0,61059;1,83722;1;0;
11;Rogaland;1127;Randaberg;;;V;Venstre;2,89754;8426;44;122;166;-2,10857;-0,36709;1;0;
11;Rogaland;1127;Randaberg;;;H;Høyre;22,83121;8426;407;901;1308;-1,34461;-8,71042;6;0;
11;Rogaland;1127;Randaberg;;;FRP;Fremskrittspartiet;13,84186;8426;240;553;793;2,1813;-4,82261;4;0;
11;Rogaland;1127;Randaberg;;;BLANKE;Blanke;1,37895;8426;31;48;79;0,4225;0,65348;0;0;
11;Rogaland;1130;Strand;;;A;Arbeiderpartiet;14,00578;9695;166;706;872;-10,77265;-4,99437;4;0;
11;Rogaland;1130;Strand;;;SV;SV - Sosialistisk Venstreparti;2,90716;9695;40;141;181;0,53115;0,52657;1;0;
11;Rogaland;1130;Strand;;;RØDT;Rødt;2,42531;9695;36;115;151;2,42531;1,74089;1;0;
11;Rogaland;1130;Strand;;;SP;Senterpartiet;13,10633;9695;141;675;816;6,05372;5,17596;4;0;
11;Rogaland;1130;Strand;;;KRF;Kristelig Folkeparti;13,68455;9695;180;672;852;-5,36127;-1,20907;4;0;
11;Rogaland;1130;Strand;;;MDG;Miljøpartiet De Grønne;3,67812;9695;59;170;229;1,24554;1,77365;1;0;
11;Rogaland;1130;Strand;;;V;Venstre;2,45744;9695;36;117;153;-0,95573;-0,04219;1;0;
11;Rogaland;1130;Strand;;;H;Høyre;35,88179;9695;468;1766;2234;10,63193;8,71321;10;0;
11;Rogaland;1130;Strand;;;FRP;Fremskrittspartiet;7,78991;9695;110;375;485;-1,469;-13,60571;2;0;
11;Rogaland;1130;Strand;;;BLANKE;Blanke;0,81915;9695;10;41;51;0,32886;0,38766;0;0;
11;Rogaland;1130;Strand;;;BTN;Bygdeliste for Tau og nordbygda;4,0636;9695;39;214;253;-0,21699;4,0636;1;0;
11;Rogaland;1133;Hjelmeland;;;A;Arbeiderpartiet;12,96852;1957;44;129;173;-4,66605;-2,36849;2;0;
11;Rogaland;1133;Hjelmeland;;;SV;SV - Sosialistisk Venstreparti;5,69715;1957;17;59;76;2,72265;2,73979;1;0;
11;Rogaland;1133;Hjelmeland;;;SP;Senterpartiet;47,30135;1957;125;506;631;17,13138;14,97673;9;0;
11;Rogaland;1133;Hjelmeland;;;KRF;Kristelig Folkeparti;10,7946;1957;27;117;144;-7,9731;-1,65382;2;0;
11;Rogaland;1133;Hjelmeland;;;MDG;Miljøpartiet De Grønne;4,72264;1957;17;46;63;4,72264;2,65936;1;0;
11;Rogaland;1133;Hjelmeland;;;H;Høyre;18,51574;1957;64;183;247;-5,06783;1,04669;4;0;
11;Rogaland;1133;Hjelmeland;;;BLANKE;Blanke;1,34933;1957;6;12;18;1,13686;1,07422;0;0;
11;Rogaland;1134;Suldal;;;A;Arbeiderpartiet;15,98282;2938;76;259;335;-0,06214;-2,75863;3;0;
11;Rogaland;1134;Suldal;;;SV;SV - Sosialistisk Venstreparti;6,77481;2938;60;82;142;-0,68559;1,71325;1;0;
11;Rogaland;1134;Suldal;;;SP;Senterpartiet;44,56107;2938;162;772;934;7,00358;11,27334;8;0;
11;Rogaland;1134;Suldal;;;KRF;Kristelig Folkeparti;13,07252;2938;49;225;274;1,11544;3,0406;3;0;
11;Rogaland;1134;Suldal;;;MDG;Miljøpartiet De Grønne;3,8645;2938;34;47;81;1,05408;1,49332;1;0;
11;Rogaland;1134;Suldal;;;V;Venstre;6,77481;2938;21;121;142;-7,07292;3,67403;1;0;
11;Rogaland;1134;Suldal;;;H;Høyre;8,96947;2938;50;138;188;-1,35246;-5,07522;2;0;
11;Rogaland;1134;Suldal;;;BLANKE;Blanke;0,4771;2938;1;9;10;0,01721;-0,0245;0;0;
11;Rogaland;1135;Sauda;;;A;Arbeiderpartiet;19,99191;3643;169;325;494;-8,206;-13,74168;4;0;
11;Rogaland;1135;Sauda;;;SV;SV - Sosialistisk Venstreparti;5,78713;3643;65;78;143;1,88528;1,32184;1;0;
11;Rogaland;1135;Sauda;;;SP;Senterpartiet;53,58155;3643;406;918;1324;8,93151;34,03183;11;0;
11;Rogaland;1135;Sauda;;;KRF;Kristelig Folkeparti;4,24929;3643;40;65;105;-0,89954;-0,62876;1;0;
11;Rogaland;1135;Sauda;;;V;Venstre;2,46864;3643;19;42;61;0,21602;0,14218;0;0;
11;Rogaland;1135;Sauda;;;H;Høyre;10,84581;3643;94;174;268;-5,00294;-7,84087;2;0;
11;Rogaland;1135;Sauda;;;FRP;Fremskrittspartiet;3,07568;3643;32;44;76;3,07568;-9,15697;0;0;
11;Rogaland;1135;Sauda;;;BLANKE;Blanke;0,56657;3643;6;8;14;0,00342;-0,25894;0;0;
11;Rogaland;1144;Kvitsøy;;;FRP;Fremskrittspartiet;18,57143;416;18;47;65;7,28111;-5,46418;3;0;
11;Rogaland;1144;Kvitsøy;;;APSPKL;Arbeiderpartiet-Senterpartiet-Kvitsøylisten;46;416;42;119;161;46;46;7;0;
11;Rogaland;1144;Kvitsøy;;;BLANKE;Blanke;0,28571;416;1;0;1;-1,32719;-0,60449;0;0;
11;Rogaland;1144;Kvitsøy;;;FLKRFFB;Felleslista Kristelig folkeparti/Frie borgerlige;35,42857;416;24;100;124;35,42857;35,42857;5;0;
11;Rogaland;1145;Bokn;;;A;Arbeiderpartiet;26,65331;672;45;88;133;10,02129;9,33813;5;0;
11;Rogaland;1145;Bokn;;;SP;Senterpartiet;40,68136;672;57;146;203;-9,00679;9,74751;7;0;
11;Rogaland;1145;Bokn;;;KRF;Kristelig Folkeparti;6,81363;672;9;25;34;0,16082;1,94981;1;0;
11;Rogaland;1145;Bokn;;;H;Høyre;25,8517;672;40;89;129;-1,17532;-1,77476;4;0;
11;Rogaland;1145;Bokn;;;BLANKE;Blanke;1,002;672;2;3;5;1,002;-0,35986;0;0;
11;Rogaland;1146;Tysvær;;;A;Arbeiderpartiet;32,32009;8212;626;1139;1765;-2,65649;11,38533;9;0;
11;Rogaland;1146;Tysvær;;;SV;SV - Sosialistisk Venstreparti;3,84545;8212;101;109;210;2,07319;1,6546;1;0;
11;Rogaland;1146;Tysvær;;;SP;Senterpartiet;20,80205;8212;338;798;1136;8,33515;8,11137;6;0;
11;Rogaland;1146;Tysvær;;;KRF;Kristelig Folkeparti;8,89947;8212;149;337;486;-4,15818;0,02248;3;0;
11;Rogaland;1146;Tysvær;;;MDG;Miljøpartiet De Grønne;2,41714;8212;68;64;132;0,31895;0,69692;0;0;
11;Rogaland;1146;Tysvær;;;V;Venstre;2,87493;8212;66;91;157;-0,56773;0,35951;1;0;
11;Rogaland;1146;Tysvær;;;H;Høyre;19,4653;8212;335;728;1063;0,45939;-8,22052;6;0;
11;Rogaland;1146;Tysvær;;;FRP;Fremskrittspartiet;9,37557;8212;166;346;512;-2,58206;-11,03988;3;0;
11;Rogaland;1146;Tysvær;;;BLANKE;Blanke;1,13532;8212;26;36;62;0,82976;0,63224;0;0;
11;Rogaland;1149;Karmøy;;;A;Arbeiderpartiet;23,70694;32522;1872;2794;4666;-9,72423;4,60969;10;0;
11;Rogaland;1149;Karmøy;;;SV;SV - Sosialistisk Venstreparti;4,34407;32522;388;467;855;1,95178;1,41777;2;0;
11;Rogaland;1149;Karmøy;;;RØDT;Rødt;1,39213;32522;114;160;274;1,01003;0,60714;0;0;
11;Rogaland;1149;Karmøy;;;SP;Senterpartiet;7,89046;32522;540;1013;1553;3,57104;3,03219;4;0;
11;Rogaland;1149;Karmøy;;;KRF;Kristelig Folkeparti;10,70521;32522;740;1367;2107;-4,36844;-0,45484;5;0;
11;Rogaland;1149;Karmøy;;;MDG;Miljøpartiet De Grønne;3,41937;32522;309;364;673;1,55316;1,87554;2;0;
11;Rogaland;1149;Karmøy;;;V;Venstre;2,03739;32522;166;235;401;-0,54872;-0,19985;1;0;
11;Rogaland;1149;Karmøy;;;H;Høyre;19,33747;32522;1570;2236;3806;1,0464;-9,84265;9;0;
11;Rogaland;1149;Karmøy;;;FRP;Fremskrittspartiet;12,40728;32522;971;1471;2442;-7,27929;-13,13568;6;0;
11;Rogaland;1149;Karmøy;;;KRISTNE;Partiet De Kristne;1,1635;32522;89;140;229;-0,80793;0,55295;0;0;
11;Rogaland;1149;Karmøy;;;LIBS;Liberalistene;0,41662;32522;42;40;82;0,41662;0,13315;0;0;
11;Rogaland;1149;Karmøy;;;BLANKE;Blanke;0,91962;32522;62;119;181;0,2994;0,37885;0;0;
11;Rogaland;1149;Karmøy;;;KARLI;Karmøylista;13,17955;32522;971;1623;2594;13,17955;13,17955;6;0;
11;Rogaland;1151;Utsira;;;BLANKE;Blanke;4,03226;156;4;1;5;3,26303;3,29152;0;0;
11;Rogaland;1151;Utsira;;;BLUT;Utsira Bygdeliste;29,83871;156;26;11;37;-10,93052;29,83871;3;0;
11;Rogaland;1151;Utsira;;;FLUT;Utsira Fellesliste;70,16129;156;44;43;87;10,93052;70,16129;8;0;
11;Rogaland;1160;Vindafjord;;;A;Arbeiderpartiet;13,09609;6722;142;410;552;1,39987;-3,36367;3;0;
