Navn;Stasjon;Tid(norsk normaltid);Minimumstemperatur (døgn)
Bergen - Florida;SN50540;16.03.2015;1,6
Bergen - Florida;SN50540;17.03.2015;3,1
Bergen - Florida;SN50540;18.03.2015;6
Bergen - Florida;SN50540;19.03.2015;5,9
Bergen - Florida;SN50540;20.03.2015;5,4
Bergen - Florida;SN50540;21.03.2015;3,2
Bergen - Florida;SN50540;22.03.2015;1,6
Bergen - Florida;SN50540;23.03.2015;4
Bergen - Florida;SN50540;24.03.2015;2,7
Bergen - Florida;SN50540;25.03.2015;-0,2
Bergen - Florida;SN50540;26.03.2015;2,1
Bergen - Florida;SN50540;27.03.2015;2
Bergen - Florida;SN50540;28.03.2015;3,6
Bergen - Florida;SN50540;29.03.2015;4,6
Bergen - Florida;SN50540;30.03.2015;1,3
Bergen - Florida;SN50540;31.03.2015;-0,1
Bergen - Florida;SN50540;01.04.2015;0,7
Bergen - Florida;SN50540;02.04.2015;-2
Bergen - Florida;SN50540;03.04.2015;2,2
Bergen - Florida;SN50540;04.04.2015;-2,1
Bergen - Florida;SN50540;05.04.2015;2,2
Bergen - Florida;SN50540;06.04.2015;4,2
Bergen - Florida;SN50540;07.04.2015;5,8
Bergen - Florida;SN50540;08.04.2015;4,1
Bergen - Florida;SN50540;09.04.2015;5,9
Bergen - Florida;SN50540;10.04.2015;6,2
Bergen - Florida;SN50540;11.04.2015;3,5
Bergen - Florida;SN50540;12.04.2015;3,3
Bergen - Florida;SN50540;13.04.2015;0,7
Bergen - Florida;SN50540;14.04.2015;2,7
Bergen - Florida;SN50540;15.04.2015;5
Bergen - Florida;SN50540;16.04.2015;4
Bergen - Florida;SN50540;17.04.2015;2,5
Bergen - Florida;SN50540;18.04.2015;1,8
Bergen - Florida;SN50540;19.04.2015;5,7
Bergen - Florida;SN50540;20.04.2015;4
Bergen - Florida;SN50540;21.04.2015;3,9
Bergen - Florida;SN50540;22.04.2015;4,2
Bergen - Florida;SN50540;23.04.2015;5,7
Bergen - Florida;SN50540;24.04.2015;3,5
Bergen - Florida;SN50540;25.04.2015;4,4
Bergen - Florida;SN50540;26.04.2015;1,9
Bergen - Florida;SN50540;27.04.2015;2,6
Bergen - Florida;SN50540;28.04.2015;1
Bergen - Florida;SN50540;29.04.2015;3
Bergen - Florida;SN50540;30.04.2015;4,5
Bergen - Florida;SN50540;01.05.2015;2,2
Bergen - Florida;SN50540;02.05.2015;1,8
Bergen - Florida;SN50540;03.05.2015;0,8
Bergen - Florida;SN50540;04.05.2015;7,4
Bergen - Florida;SN50540;05.05.2015;8,3
Bergen - Florida;SN50540;06.05.2015;9,6
Bergen - Florida;SN50540;07.05.2015;5,9
Bergen - Florida;SN50540;08.05.2015;3,6
Bergen - Florida;SN50540;09.05.2015;2,9
Bergen - Florida;SN50540;10.05.2015;2
Bergen - Florida;SN50540;11.05.2015;8,1
Bergen - Florida;SN50540;12.05.2015;8,7
Bergen - Florida;SN50540;13.05.2015;7,6
Bergen - Florida;SN50540;14.05.2015;4,3
Bergen - Florida;SN50540;15.05.2015;2,9
Bergen - Florida;SN50540;16.05.2015;6,4
Bergen - Florida;SN50540;17.05.2015;4,2
Bergen - Florida;SN50540;18.05.2015;4,4
Bergen - Florida;SN50540;19.05.2015;7,6
Bergen - Florida;SN50540;20.05.2015;5,4
Bergen - Florida;SN50540;21.05.2015;4,6
Bergen - Florida;SN50540;22.05.2015;6,2
Bergen - Florida;SN50540;23.05.2015;6,3
Bergen - Florida;SN50540;24.05.2015;4
Bergen - Florida;SN50540;25.05.2015;6,5
Bergen - Florida;SN50540;26.05.2015;5,7
Bergen - Florida;SN50540;27.05.2015;6,7
Bergen - Florida;SN50540;28.05.2015;7,2
Bergen - Florida;SN50540;29.05.2015;5,6
Bergen - Florida;SN50540;30.05.2015;4,1
Bergen - Florida;SN50540;31.05.2015;7,5
Bergen - Florida;SN50540;01.06.2015;6,8
Bergen - Florida;SN50540;02.06.2015;6,4
Bergen - Florida;SN50540;03.06.2015;7,2
Bergen - Florida;SN50540;04.06.2015;8,6
Bergen - Florida;SN50540;05.06.2015;6,6
Bergen - Florida;SN50540;06.06.2015;9,9
Bergen - Florida;SN50540;07.06.2015;8,3
Bergen - Florida;SN50540;08.06.2015;8
Bergen - Florida;SN50540;09.06.2015;3,7
Bergen - Florida;SN50540;10.06.2015;8,8
Bergen - Florida;SN50540;11.06.2015;9
Bergen - Florida;SN50540;12.06.2015;10
Bergen - Florida;SN50540;13.06.2015;8,8
Bergen - Florida;SN50540;14.06.2015;7
Bergen - Florida;SN50540;15.06.2015;5,5
Bergen - Florida;SN50540;16.06.2015;6,5
Bergen - Florida;SN50540;17.06.2015;8
Bergen - Florida;SN50540;18.06.2015;9,3
Bergen - Florida;SN50540;19.06.2015;10,2
Bergen - Florida;SN50540;20.06.2015;8,5
Bergen - Florida;SN50540;21.06.2015;10,1
Bergen - Florida;SN50540;22.06.2015;9,9
Bergen - Florida;SN50540;23.06.2015;10,7
Bergen - Florida;SN50540;24.06.2015;9,7
Bergen - Florida;SN50540;25.06.2015;8,4
Bergen - Florida;SN50540;26.06.2015;7
Bergen - Florida;SN50540;27.06.2015;9,1
Bergen - Florida;SN50540;28.06.2015;12,7
Bergen - Florida;SN50540;29.06.2015;11,9
Bergen - Florida;SN50540;30.06.2015;11,4
Bergen - Florida;SN50540;01.07.2015;16,8
Bergen - Florida;SN50540;01.01.2016;2,6
Bergen - Florida;SN50540;02.01.2016;-0,1
Bergen - Florida;SN50540;03.01.2016;-3,5
Bergen - Florida;SN50540;04.01.2016;-6,4
Bergen - Florida;SN50540;05.01.2016;-7,5
Bergen - Florida;SN50540;06.01.2016;-7,5
Bergen - Florida;SN50540;07.01.2016;-7,9
Bergen - Florida;SN50540;08.01.2016;-7,8
Bergen - Florida;SN50540;09.01.2016;-8,2
Bergen - Florida;SN50540;10.01.2016;-2
Bergen - Florida;SN50540;11.01.2016;-0,6
Bergen - Florida;SN50540;12.01.2016;-3,8
Bergen - Florida;SN50540;13.01.2016;-0,7
Bergen - Florida;SN50540;14.01.2016;0,7
Bergen - Florida;SN50540;15.01.2016;-0,6
Bergen - Florida;SN50540;16.01.2016;-6,2
Bergen - Florida;SN50540;17.01.2016;-8,6
Bergen - Florida;SN50540;18.01.2016;-4,2
Bergen - Florida;SN50540;19.01.2016;-7,1
Bergen - Florida;SN50540;20.01.2016;-8,8
Bergen - Florida;SN50540;21.01.2016;-8,7
Bergen - Florida;SN50540;22.01.2016;-2,2
Bergen - Florida;SN50540;23.01.2016;2,6
Bergen - Florida;SN50540;24.01.2016;5,5
Bergen - Florida;SN50540;25.01.2016;6,4
Bergen - Florida;SN50540;26.01.2016;4,2
Bergen - Florida;SN50540;27.01.2016;3,9
Bergen - Florida;SN50540;28.01.2016;2
Bergen - Florida;SN50540;29.01.2016;3,1
Bergen - Florida;SN50540;30.01.2016;0,8
Bergen - Florida;SN50540;31.01.2016;0
Bergen - Florida;SN50540;01.02.2016;0,2
Bergen - Florida;SN50540;02.02.2016;3,4
Bergen - Florida;SN50540;03.02.2016;0,4
Bergen - Florida;SN50540;04.02.2016;-0,8
Bergen - Florida;SN50540;05.02.2016;0,4
Bergen - Florida;SN50540;06.02.2016;3,9
Bergen - Florida;SN50540;07.02.2016;3,8
Bergen - Florida;SN50540;08.02.2016;2,7
Bergen - Florida;SN50540;09.02.2016;3,1
Bergen - Florida;SN50540;10.02.2016;0,2
Bergen - Florida;SN50540;11.02.2016;-0,8
Bergen - Florida;SN50540;12.02.2016;-3,2
Bergen - Florida;SN50540;13.02.2016;-5,6
Bergen - Florida;SN50540;14.02.2016;-5,6
Bergen - Florida;SN50540;15.02.2016;-6
Bergen - Florida;SN50540;16.02.2016;-2,9
Bergen - Florida;SN50540;17.02.2016;2,9
Bergen - Florida;SN50540;18.02.2016;0,8
Bergen - Florida;SN50540;19.02.2016;1,4
Bergen - Florida;SN50540;20.02.2016;1,2
Bergen - Florida;SN50540;21.02.2016;1,4
Bergen - Florida;SN50540;22.02.2016;1
Bergen - Florida;SN50540;23.02.2016;0,8
Bergen - Florida;SN50540;24.02.2016;-0,3
Bergen - Florida;SN50540;25.02.2016;-1,3
Bergen - Florida;SN50540;26.02.2016;-0,9
Bergen - Florida;SN50540;27.02.2016;-0,6
Bergen - Florida;SN50540;28.02.2016;-0,5
Bergen - Florida;SN50540;29.02.2016;-3,1
Bergen - Florida;SN50540;01.03.2016;2,6
Bergen - Florida;SN50540;02.03.2016;1,3
Bergen - Florida;SN50540;03.03.2016;-0,2
Bergen - Florida;SN50540;04.03.2016;2,5
Bergen - Florida;SN50540;05.03.2016;-1
Bergen - Florida;SN50540;06.03.2016;-1,1
Bergen - Florida;SN50540;07.03.2016;-0,3
Bergen - Florida;SN50540;08.03.2016;-3
Bergen - Florida;SN50540;09.03.2016;1,5
Bergen - Florida;SN50540;10.03.2016;1,7
Bergen - Florida;SN50540;11.03.2016;1
Bergen - Florida;SN50540;12.03.2016;3,1
Bergen - Florida;SN50540;13.03.2016;3,5
Bergen - Florida;SN50540;14.03.2016;5,4
Bergen - Florida;SN50540;15.03.2016;2,8
Bergen - Florida;SN50540;16.03.2016;1,9
Bergen - Florida;SN50540;17.03.2016;2,3
Bergen - Florida;SN50540;18.03.2016;4,3
Bergen - Florida;SN50540;19.03.2016;3,5
Bergen - Florida;SN50540;20.03.2016;4,4
Bergen - Florida;SN50540;21.03.2016;4,2
Bergen - Florida;SN50540;22.03.2016;3,1
Bergen - Florida;SN50540;23.03.2016;-0,2
Bergen - Florida;SN50540;24.03.2016;1,5
Bergen - Florida;SN50540;25.03.2016;4,1
Bergen - Florida;SN50540;26.03.2016;4,7
Bergen - Florida;SN50540;27.03.2016;6,2
Bergen - Florida;SN50540;28.03.2016;6,1
Bergen - Florida;SN50540;29.03.2016;4,8
Bergen - Florida;SN50540;30.03.2016;-0,5
Bergen - Florida;SN50540;31.03.2016;0,2
Bergen - Florida;SN50540;01.04.2016;1
Bergen - Florida;SN50540;02.04.2016;3,6
Bergen - Florida;SN50540;03.04.2016;4,8
Bergen - Florida;SN50540;04.04.2016;6,8
Bergen - Florida;SN50540;05.04.2016;7,7
Bergen - Florida;SN50540;06.04.2016;6,1
Bergen - Florida;SN50540;07.04.2016;5
Bergen - Florida;SN50540;08.04.2016;1,7
Bergen - Florida;SN50540;09.04.2016;0,9
Bergen - Florida;SN50540;10.04.2016;-0,1
Bergen - Florida;SN50540;11.04.2016;4,1
Bergen - Florida;SN50540;12.04.2016;2,7
Bergen - Florida;SN50540;13.04.2016;3
Bergen - Florida;SN50540;14.04.2016;4
Bergen - Florida;SN50540;15.04.2016;2,7
Bergen - Florida;SN50540;16.04.2016;-0,6
Bergen - Florida;SN50540;17.04.2016;2,1
Bergen - Florida;SN50540;18.04.2016;3,7
Bergen - Florida;SN50540;19.04.2016;2,9
Bergen - Florida;SN50540;20.04.2016;4,2
Bergen - Florida;SN50540;21.04.2016;5,4
Bergen - Florida;SN50540;22.04.2016;3,9
Bergen - Florida;SN50540;23.04.2016;0,3
Bergen - Florida;SN50540;24.04.2016;-0,7
Bergen - Florida;SN50540;25.04.2016;-0,4
Bergen - Florida;SN50540;26.04.2016;4,3
Bergen - Florida;SN50540;27.04.2016;0,9
Bergen - Florida;SN50540;28.04.2016;2
Bergen - Florida;SN50540;29.04.2016;2,3
Bergen - Florida;SN50540;30.04.2016;3,7
Bergen - Florida;SN50540;01.05.2016;4,8
Bergen - Florida;SN50540;02.05.2016;6,5
Bergen - Florida;SN50540;03.05.2016;7
Bergen - Florida;SN50540;04.05.2016;7
Bergen - Florida;SN50540;05.05.2016;9,3
Bergen - Florida;SN50540;06.05.2016;9,6
Bergen - Florida;SN50540;07.05.2016;10,8
Bergen - Florida;SN50540;08.05.2016;16,5
Bergen - Florida;SN50540;09.05.2016;10,7
Bergen - Florida;SN50540;10.05.2016;10,1
Bergen - Florida;SN50540;11.05.2016;9,6
Bergen - Florida;SN50540;12.05.2016;6,8
Bergen - Florida;SN50540;13.05.2016;5,2
Bergen - Florida;SN50540;14.05.2016;4,1
Bergen - Florida;SN50540;15.05.2016;4,4
Bergen - Florida;SN50540;16.05.2016;4,8
Bergen - Florida;SN50540;17.05.2016;6,4
Bergen - Florida;SN50540;18.05.2016;5,9
Bergen - Florida;SN50540;19.05.2016;6,5
Bergen - Florida;SN50540;20.05.2016;8,8
Bergen - Florida;SN50540;21.05.2016;8,6
Bergen - Florida;SN50540;22.05.2016;11,5
Bergen - Florida;SN50540;23.05.2016;9,2
Bergen - Florida;SN50540;24.05.2016;6,7
Bergen - Florida;SN50540;25.05.2016;8
Bergen - Florida;SN50540;26.05.2016;8,9
Bergen - Florida;SN50540;27.05.2016;7,9
Bergen - Florida;SN50540;28.05.2016;8,7
Bergen - Florida;SN50540;29.05.2016;8,2
Bergen - Florida;SN50540;30.05.2016;10,7
Bergen - Florida;SN50540;31.05.2016;13,4
Bergen - Florida;SN50540;01.06.2016;11,5
Bergen - Florida;SN50540;02.06.2016;10,6
Bergen - Florida;SN50540;03.06.2016;13,4
Bergen - Florida;SN50540;04.06.2016;12,3
Bergen - Florida;SN50540;05.06.2016;12,1
Bergen - Florida;SN50540;06.06.2016;13,2
Bergen - Florida;SN50540;07.06.2016;14,1
Bergen - Florida;SN50540;08.06.2016;9,3
Bergen - Florida;SN50540;09.06.2016;8,5
Bergen - Florida;SN50540;10.06.2016;6,9
Bergen - Florida;SN50540;11.06.2016;8,7
Bergen - Florida;SN50540;12.06.2016;7,8
Bergen - Florida;SN50540;13.06.2016;8,8
Bergen - Florida;SN50540;14.06.2016;9,6
Bergen - Florida;SN50540;15.06.2016;14,3
Bergen - Florida;SN50540;16.06.2016;13,8
Bergen - Florida;SN50540;17.06.2016;12,8
Bergen - Florida;SN50540;18.06.2016;12,9
Bergen - Florida;SN50540;19.06.2016;8,7
Bergen - Florida;SN50540;20.06.2016;8
Bergen - Florida;SN50540;21.06.2016;12
Bergen - Florida;SN50540;22.06.2016;13,5
Bergen - Florida;SN50540;23.06.2016;13,6
Bergen - Florida;SN50540;24.06.2016;13,9
Bergen - Florida;SN50540;25.06.2016;12,7
Bergen - Florida;SN50540;26.06.2016;13,3
Bergen - Florida;SN50540;27.06.2016;11,4
Bergen - Florida;SN50540;28.06.2016;10
Bergen - Florida;SN50540;29.06.2016;9
Bergen - Florida;SN50540;30.06.2016;12,1
Bergen - Florida;SN50540;01.07.2016;11,5
Bergen - Florida;SN50540;01.01.2017;1,8
Bergen - Florida;SN50540;02.01.2017;-0,4
Bergen - Florida;SN50540;03.01.2017;0
Bergen - Florida;SN50540;04.01.2017;-0,2
Bergen - Florida;SN50540;05.01.2017;-4,8
Bergen - Florida;SN50540;06.01.2017;-2
Bergen - Florida;SN50540;07.01.2017;1,3
Bergen - Florida;SN50540;08.01.2017;0,6
Bergen - Florida;SN50540;09.01.2017;5,9
Bergen - Florida;SN50540;10.01.2017;4,9
Bergen - Florida;SN50540;11.01.2017;2,7
Bergen - Florida;SN50540;12.01.2017;2,1
Bergen - Florida;SN50540;13.01.2017;0,5
Bergen - Florida;SN50540;14.01.2017;-2
Bergen - Florida;SN50540;15.01.2017;-5,2
Bergen - Florida;SN50540;16.01.2017;-6,5
Bergen - Florida;SN50540;17.01.2017;0,2
Bergen - Florida;SN50540;18.01.2017;5,7
Bergen - Florida;SN50540;19.01.2017;7
Bergen - Florida;SN50540;20.01.2017;7,9
Bergen - Florida;SN50540;21.01.2017;5,5
Bergen - Florida;SN50540;22.01.2017;4,1
Bergen - Florida;SN50540;23.01.2017;4
Bergen - Florida;SN50540;24.01.2017;3,6
Bergen - Florida;SN50540;25.01.2017;5,8
Bergen - Florida;SN50540;26.01.2017;3,4
Bergen - Florida;SN50540;27.01.2017;1,7
Bergen - Florida;SN50540;28.01.2017;3,4
Bergen - Florida;SN50540;29.01.2017;3,3
Bergen - Florida;SN50540;30.01.2017;0,2
Bergen - Florida;SN50540;31.01.2017;-0,1
Bergen - Florida;SN50540;01.02.2017;-0,5
Bergen - Florida;SN50540;02.02.2017;2
Bergen - Florida;SN50540;03.02.2017;7,6
Bergen - Florida;SN50540;04.02.2017;3,5
Bergen - Florida;SN50540;05.02.2017;3,5
Bergen - Florida;SN50540;06.02.2017;1,4
Bergen - Florida;SN50540;07.02.2017;-3,3
Bergen - Florida;SN50540;08.02.2017;-6,4
Bergen - Florida;SN50540;09.02.2017;-6,7
Bergen - Florida;SN50540;10.02.2017;-5
Bergen - Florida;SN50540;11.02.2017;-1,9
Bergen - Florida;SN50540;12.02.2017;-3,7
Bergen - Florida;SN50540;13.02.2017;-2,3
Bergen - Florida;SN50540;14.02.2017;-3,2
Bergen - Florida;SN50540;15.02.2017;-3,3
Bergen - Florida;SN50540;16.02.2017;5,5
Bergen - Florida;SN50540;17.02.2017;3,7
Bergen - Florida;SN50540;18.02.2017;1,5
Bergen - Florida;SN50540;19.02.2017;6,5
Bergen - Florida;SN50540;20.02.2017;5,3
Bergen - Florida;SN50540;21.02.2017;3,9
Bergen - Florida;SN50540;22.02.2017;2
Bergen - Florida;SN50540;23.02.2017;-0,9
Bergen - Florida;SN50540;24.02.2017;-2,9
Bergen - Florida;SN50540;25.02.2017;-1,8
Bergen - Florida;SN50540;26.02.2017;2,5
Bergen - Florida;SN50540;27.02.2017;4,3
Bergen - Florida;SN50540;28.02.2017;3
Bergen - Florida;SN50540;01.03.2017;-1,1
Bergen - Florida;SN50540;02.03.2017;1,5
Bergen - Florida;SN50540;03.03.2017;2,2
Bergen - Florida;SN50540;04.03.2017;0,1
Bergen - Florida;SN50540;05.03.2017;5,6
Bergen - Florida;SN50540;06.03.2017;1,3
Bergen - Florida;SN50540;07.03.2017;-3,3
Bergen - Florida;SN50540;08.03.2017;-2,9
Bergen - Florida;SN50540;09.03.2017;2
Bergen - Florida;SN50540;10.03.2017;1,7
Bergen - Florida;SN50540;11.03.2017;1,3
Bergen - Florida;SN50540;12.03.2017;5
Bergen - Florida;SN50540;13.03.2017;3,8
Bergen - Florida;SN50540;14.03.2017;5,4
Bergen - Florida;SN50540;15.03.2017;4
Bergen - Florida;SN50540;16.03.2017;3,9
Bergen - Florida;SN50540;17.03.2017;1,6
Bergen - Florida;SN50540;18.03.2017;-0,8
Bergen - Florida;SN50540;19.03.2017;1,1
Bergen - Florida;SN50540;20.03.2017;1
Bergen - Florida;SN50540;21.03.2017;3,8
Bergen - Florida;SN50540;22.03.2017;0
Bergen - Florida;SN50540;23.03.2017;-1,5
Bergen - Florida;SN50540;24.03.2017;2,7
Bergen - Florida;SN50540;25.03.2017;5,6
Bergen - Florida;SN50540;26.03.2017;6,5
Bergen - Florida;SN50540;27.03.2017;6,4
Bergen - Florida;SN50540;28.03.2017;3,8
Bergen - Florida;SN50540;29.03.2017;4,8
Bergen - Florida;SN50540;30.03.2017;4,9
Bergen - Florida;SN50540;31.03.2017;7,6
Bergen - Florida;SN50540;01.04.2017;7,9
Bergen - Florida;SN50540;02.04.2017;7,2
Bergen - Florida;SN50540;03.04.2017;4,8
Bergen - Florida;SN50540;04.04.2017;6
Bergen - Florida;SN50540;05.04.2017;4,2
Bergen - Florida;SN50540;06.04.2017;4,3
Bergen - Florida;SN50540;07.04.2017;7
Bergen - Florida;SN50540;08.04.2017;7,2
Bergen - Florida;SN50540;09.04.2017;6,4
Bergen - Florida;SN50540;10.04.2017;2,7
Bergen - Florida;SN50540;11.04.2017;1,6
Bergen - Florida;SN50540;12.04.2017;4,2
Bergen - Florida;SN50540;13.04.2017;3,5
Bergen - Florida;SN50540;14.04.2017;-0,9
Bergen - Florida;SN50540;15.04.2017;3,7
Bergen - Florida;SN50540;16.04.2017;1,5
Bergen - Florida;SN50540;17.04.2017;0,6
Bergen - Florida;SN50540;18.04.2017;1
Bergen - Florida;SN50540;19.04.2017;2,3
Bergen - Florida;SN50540;20.04.2017;5,5
Bergen - Florida;SN50540;21.04.2017;2,2
Bergen - Florida;SN50540;22.04.2017;2,7
Bergen - Florida;SN50540;23.04.2017;0,8
Bergen - Florida;SN50540;24.04.2017;0,4
Bergen - Florida;SN50540;25.04.2017;0,9
Bergen - Florida;SN50540;26.04.2017;2,3
Bergen - Florida;SN50540;27.04.2017;1,3
Bergen - Florida;SN50540;28.04.2017;4,8
Bergen - Florida;SN50540;29.04.2017;5,7
Bergen - Florida;SN50540;30.04.2017;2
Bergen - Florida;SN50540;01.05.2017;2,2
Bergen - Florida;SN50540;02.05.2017;5,6
Bergen - Florida;SN50540;03.05.2017;4,4
Bergen - Florida;SN50540;04.05.2017;5,6
Bergen - Florida;SN50540;05.05.2017;6,1
Bergen - Florida;SN50540;06.05.2017;8,3
Bergen - Florida;SN50540;07.05.2017;7,6
Bergen - Florida;SN50540;08.05.2017;7,2
Bergen - Florida;SN50540;09.05.2017;4,7
Bergen - Florida;SN50540;10.05.2017;4,3
Bergen - Florida;SN50540;11.05.2017;4,7
Bergen - Florida;SN50540;12.05.2017;7,2
Bergen - Florida;SN50540;13.05.2017;6,7
Bergen - Florida;SN50540;14.05.2017;9,9
Bergen - Florida;SN50540;15.05.2017;9,7
Bergen - Florida;SN50540;16.05.2017;11
Bergen - Florida;SN50540;17.05.2017;9,8
Bergen - Florida;SN50540;18.05.2017;11,2
Bergen - Florida;SN50540;19.05.2017;9,5
Bergen - Florida;SN50540;20.05.2017;10,8
Bergen - Florida;SN50540;21.05.2017;7,5
Bergen - Florida;SN50540;22.05.2017;9,6
Bergen - Florida;SN50540;23.05.2017;7,8
Bergen - Florida;SN50540;24.05.2017;9,4
Bergen - Florida;SN50540;25.05.2017;9,7
Bergen - Florida;SN50540;26.05.2017;10,6
Bergen - Florida;SN50540;27.05.2017;12,2
Bergen - Florida;SN50540;28.05.2017;14,6
Bergen - Florida;SN50540;29.05.2017;11
Bergen - Florida;SN50540;30.05.2017;10
Bergen - Florida;SN50540;31.05.2017;9,7
Bergen - Florida;SN50540;01.06.2017;5,2
Bergen - Florida;SN50540;02.06.2017;9,2
Bergen - Florida;SN50540;03.06.2017;10,7
Bergen - Florida;SN50540;04.06.2017;10,8
Bergen - Florida;SN50540;05.06.2017;9,5
Bergen - Florida;SN50540;06.06.2017;10
Bergen - Florida;SN50540;07.06.2017;15
Bergen - Florida;SN50540;08.06.2017;10,2
Bergen - Florida;SN50540;09.06.2017;8,8
Bergen - Florida;SN50540;10.06.2017;12
Bergen - Florida;SN50540;11.06.2017;12,5
Bergen - Florida;SN50540;12.06.2017;11,7
Bergen - Florida;SN50540;13.06.2017;10,5
Bergen - Florida;SN50540;14.06.2017;11
Bergen - Florida;SN50540;15.06.2017;13,3
Bergen - Florida;SN50540;16.06.2017;12,2
Bergen - Florida;SN50540;17.06.2017;12,1
Bergen - Florida;SN50540;18.06.2017;12,3
Bergen - Florida;SN50540;19.06.2017;10,9
Bergen - Florida;SN50540;20.06.2017;9,2
Bergen - Florida;SN50540;21.06.2017;9,4
Bergen - Florida;SN50540;22.06.2017;10,9
Bergen - Florida;SN50540;23.06.2017;11,6
Bergen - Florida;SN50540;24.06.2017;9,9
Bergen - Florida;SN50540;25.06.2017;8,8
Bergen - Florida;SN50540;26.06.2017;10,5
Bergen - Florida;SN50540;27.06.2017;6,4
Bergen - Florida;SN50540;28.06.2017;8,2
Bergen - Florida;SN50540;29.06.2017;12,3
Bergen - Florida;SN50540;30.06.2017;13,8
Bergen - Florida;SN50540;01.07.2017;13,2
Bergen - Florida;SN50540;01.01.2018;3,4
Bergen - Florida;SN50540;02.01.2018;1,9
Bergen - Florida;SN50540;03.01.2018;2,5
Bergen - Florida;SN50540;04.01.2018;-2
Bergen - Florida;SN50540;05.01.2018;-2,2
Bergen - Florida;SN50540;06.01.2018;-3,3
Bergen - Florida;SN50540;07.01.2018;-5
Bergen - Florida;SN50540;08.01.2018;2,1
Bergen - Florida;SN50540;09.01.2018;-2,8
Bergen - Florida;SN50540;10.01.2018;4,1
Bergen - Florida;SN50540;11.01.2018;3,4
Bergen - Florida;SN50540;12.01.2018;0,9
Bergen - Florida;SN50540;13.01.2018;-2,4
Bergen - Florida;SN50540;14.01.2018;2,1
Bergen - Florida;SN50540;15.01.2018;2
Bergen - Florida;SN50540;16.01.2018;0,7
Bergen - Florida;SN50540;17.01.2018;0,6
Bergen - Florida;SN50540;18.01.2018;0,6
Bergen - Florida;SN50540;19.01.2018;0,4
Bergen - Florida;SN50540;20.01.2018;0,8
Bergen - Florida;SN50540;21.01.2018;-1,3
Bergen - Florida;SN50540;22.01.2018;1
Bergen - Florida;SN50540;23.01.2018;1,7
Bergen - Florida;SN50540;24.01.2018;4,8
Bergen - Florida;SN50540;25.01.2018;4,2
Bergen - Florida;SN50540;26.01.2018;0,2
Bergen - Florida;SN50540;27.01.2018;-0,2
Bergen - Florida;SN50540;28.01.2018;3,1
Bergen - Florida;SN50540;29.01.2018;0,8
Bergen - Florida;SN50540;30.01.2018;1,1
Bergen - Florida;SN50540;31.01.2018;1
Bergen - Florida;SN50540;01.02.2018;-0,5
Bergen - Florida;SN50540;02.02.2018;-1,7
Bergen - Florida;SN50540;03.02.2018;-1,7
Bergen - Florida;SN50540;04.02.2018;-5,6
Bergen - Florida;SN50540;05.02.2018;-1,2
Bergen - Florida;SN50540;06.02.2018;-1,3
Bergen - Florida;SN50540;07.02.2018;-0,7
Bergen - Florida;SN50540;08.02.2018;0,2
Bergen - Florida;SN50540;09.02.2018;1,9
Bergen - Florida;SN50540;10.02.2018;0,4
Bergen - Florida;SN50540;11.02.2018;0,6
Bergen - Florida;SN50540;12.02.2018;-0,8
Bergen - Florida;SN50540;13.02.2018;-0,7
Bergen - Florida;SN50540;14.02.2018;0,4
Bergen - Florida;SN50540;15.02.2018;1,6
Bergen - Florida;SN50540;16.02.2018;0,9
Bergen - Florida;SN50540;17.02.2018;2,3
Bergen - Florida;SN50540;18.02.2018;1,2
Bergen - Florida;SN50540;19.02.2018;-1,9
Bergen - Florida;SN50540;20.02.2018;-3,8
Bergen - Florida;SN50540;21.02.2018;0,5
Bergen - Florida;SN50540;22.02.2018;-3,3
Bergen - Florida;SN50540;23.02.2018;-2,3
Bergen - Florida;SN50540;24.02.2018;-1,6
Bergen - Florida;SN50540;25.02.2018;-1,9
Bergen - Florida;SN50540;26.02.2018;-1,1
Bergen - Florida;SN50540;27.02.2018;-6,1
Bergen - Florida;SN50540;28.02.2018;-9
Bergen - Florida;SN50540;01.03.2018;-12
Bergen - Florida;SN50540;02.03.2018;-9,8
Bergen - Florida;SN50540;03.03.2018;-3,3
Bergen - Florida;SN50540;04.03.2018;-3,6
Bergen - Florida;SN50540;05.03.2018;-3,9
Bergen - Florida;SN50540;06.03.2018;-5,7
Bergen - Florida;SN50540;07.03.2018;-1
Bergen - Florida;SN50540;08.03.2018;1,1
Bergen - Florida;SN50540;09.03.2018;0,2
Bergen - Florida;SN50540;10.03.2018;-2,5
Bergen - Florida;SN50540;11.03.2018;-1,6
Bergen - Florida;SN50540;12.03.2018;1,3
Bergen - Florida;SN50540;13.03.2018;-3,5
Bergen - Florida;SN50540;14.03.2018;-2,5
Bergen - Florida;SN50540;15.03.2018;-1,5
Bergen - Florida;SN50540;16.03.2018;-1,4
Bergen - Florida;SN50540;17.03.2018;-7,2
Bergen - Florida;SN50540;18.03.2018;-7,4
Bergen - Florida;SN50540;19.03.2018;-0,5
Bergen - Florida;SN50540;20.03.2018;-2,2
Bergen - Florida;SN50540;21.03.2018;0,6
Bergen - Florida;SN50540;22.03.2018;1,1
Bergen - Florida;SN50540;23.03.2018;1,8
Bergen - Florida;SN50540;24.03.2018;4,8
Bergen - Florida;SN50540;25.03.2018;3,8
Bergen - Florida;SN50540;26.03.2018;0,7
Bergen - Florida;SN50540;27.03.2018;0,5
